id,EAP,HPL,MWS
id13029,0.441971747,0.270116699,0.287911555
id14660,0.406037338,0.304740166,0.289222496
id11028,0.32967479,0.189891416,0.480433794
id14180,0.471523672,0.270495846,0.257980483
id25860,0.406062538,0.287504784,0.306432677
id11910,0.388836229,0.181823689,0.429340082
id08065,0.317334929,0.30699241,0.375672661
id22674,0.374993918,0.266564371,0.358441711
id25018,0.378716512,0.261564523,0.359718966
id10892,0.342325882,0.374315567,0.283358551
id10217,0.38841108,0.335347144,0.276241776
id12996,0.357019438,0.251458385,0.391522176
id18262,0.400723777,0.276299763,0.322976461
id08606,0.326698325,0.401545081,0.271756595
id17233,0.323577319,0.279876225,0.396546455
id00101,0.403995514,0.294501527,0.301502958
id12225,0.473822689,0.246865369,0.279311942
id01364,0.337445507,0.379375678,0.283178815
id24973,0.400900074,0.22232808,0.376771846
id25363,0.387485555,0.268167612,0.344346833
id10061,0.392562856,0.290936621,0.316500523
id17673,0.352268077,0.344262534,0.303469389
id13249,0.400290882,0.258159579,0.341549539
id10107,0.350384645,0.240439696,0.409175659
id04403,0.397100332,0.292125969,0.310773698
id25728,0.394016278,0.310295737,0.295687985
id16184,0.364132121,0.300627645,0.335240234
id03438,0.328082606,0.238352377,0.433565017
id22923,0.333484349,0.431489603,0.235026048
id08610,0.473333929,0.261327606,0.265338464
id25355,0.326698565,0.273204244,0.400097191
id16916,0.367961115,0.349930811,0.282108074
id12793,0.34033886,0.365469382,0.294191758
id11859,0.387951722,0.303831662,0.308216616
id02434,0.474082498,0.262880581,0.263036921
id27703,0.31634632,0.227569878,0.456083802
id25212,0.340544599,0.34898577,0.310469631
id11308,0.287520357,0.262947934,0.449531708
id26094,0.454856093,0.278027347,0.26711656
id22080,0.451326049,0.297753817,0.250920133
id03545,0.445864173,0.296731298,0.257404529
id23725,0.327480838,0.29869963,0.373819531
id12009,0.474762563,0.270114613,0.255122825
id24241,0.353566237,0.347546961,0.298886801
id03596,0.347441985,0.382265907,0.270292108
id10749,0.342425527,0.391887138,0.265687335
id22794,0.293121187,0.287739097,0.419139716
id15482,0.385946628,0.284878768,0.329174604
id04833,0.408551384,0.298043823,0.293404793
id00397,0.375506685,0.26731516,0.357178155
id14691,0.345093296,0.27349159,0.381415114
id05193,0.322446978,0.252730738,0.424822285
id19541,0.382875618,0.312043079,0.305081302
id22166,0.300560423,0.300569455,0.398870123
id20744,0.320382996,0.240669875,0.43894713
id10392,0.340370121,0.297047733,0.362582145
id00770,0.43177702,0.264680097,0.303542883
id06018,0.364824265,0.323004492,0.312171243
id15678,0.402961949,0.256080143,0.340957908
id08305,0.464161239,0.357485163,0.178353598
id08903,0.276590137,0.259147327,0.464262536
id14752,0.405538627,0.330175305,0.264286069
id12468,0.325603586,0.41640099,0.257995425
id05085,0.37433293,0.314465283,0.311201787
id21993,0.386076195,0.275151271,0.338772533
id15503,0.468403927,0.274373057,0.257223015
id03021,0.311466011,0.400396008,0.288137981
id16123,0.492896324,0.256682114,0.250421563
id19383,0.426636211,0.290634684,0.282729105
id04186,0.461353406,0.234357324,0.304289269
id17954,0.350736737,0.272847898,0.376415364
id12030,0.381171532,0.232434674,0.386393794
id13020,0.389602782,0.375160843,0.235236375
id25327,0.32070647,0.341949279,0.337344251
id16344,0.314511362,0.298898488,0.38659015
id12303,0.355686292,0.360740203,0.283573505
id15017,0.4199429,0.297589298,0.282467802
id22308,0.355050889,0.3111018,0.333847311
id06536,0.322992633,0.286799566,0.390207802
id19797,0.312668883,0.335133885,0.352197232
id06332,0.415546821,0.311682669,0.272770509
id22941,0.345792532,0.307562207,0.346645262
id13547,0.330924768,0.315068773,0.354006459
id06928,0.338364417,0.217095233,0.44454035
id12521,0.323045397,0.370108201,0.306846402
id25716,0.448028002,0.261561178,0.29041082
id27116,0.378651415,0.254634071,0.366714515
id19941,0.341878209,0.371698846,0.286422945
id05711,0.317732445,0.277255477,0.405012078
id02097,0.321223929,0.303831527,0.374944545
id03563,0.355908432,0.375456939,0.268634629
id02295,0.340064416,0.303296273,0.356639311
id08179,0.414139858,0.296888896,0.288971246
id05332,0.353371931,0.336992787,0.309635283
id15697,0.379960392,0.291160889,0.328878719
id17026,0.392857887,0.212032604,0.395109509
id04243,0.378342513,0.309357042,0.312300445
id13175,0.503707131,0.245717091,0.250575778
id05387,0.410881048,0.276552587,0.312566366
id19989,0.391905912,0.297895804,0.310198284
id25173,0.355303699,0.279314221,0.36538208
id08925,0.36810639,0.391450782,0.240442828
id03034,0.329194364,0.373795693,0.297009943
id13272,0.307417279,0.43189322,0.260689501
id07956,0.404798641,0.255754505,0.339446853
id02648,0.294357864,0.182178932,0.523463203
id01778,0.36937422,0.266044026,0.364581753
id12846,0.347744007,0.229703126,0.422552867
id19001,0.362461242,0.279491778,0.35804698
id05763,0.379787599,0.303175947,0.317036455
id15590,0.328383038,0.261813146,0.409803816
id04912,0.381012379,0.28496422,0.3340234
id21201,0.412517777,0.301227776,0.286254447
id13215,0.482272153,0.214204424,0.303523423
id15612,0.355271534,0.349755805,0.29497266
id18501,0.37527043,0.304844813,0.319884758
id07223,0.35374133,0.357993116,0.288265554
id06707,0.335318432,0.29297551,0.371706059
id05238,0.309294671,0.413653064,0.277052264
id00935,0.330079876,0.298117124,0.371803
id00110,0.378050612,0.258668305,0.363281083
id17476,0.422712778,0.280858961,0.29642826
id15170,0.466780542,0.270003594,0.263215864
id13397,0.349098604,0.274737576,0.376163819
id24283,0.376125914,0.309788427,0.314085659
id15234,0.428263692,0.291650461,0.280085847
id16884,0.338612874,0.349537249,0.311849878
id07831,0.389893742,0.310331396,0.299774862
id16038,0.445119175,0.279206238,0.275674587
id03629,0.419466024,0.274419257,0.306114719
id21019,0.422075143,0.343895128,0.234029728
id21835,0.346240699,0.343892087,0.309867213
id04480,0.378544467,0.391426502,0.230029031
id20838,0.417416638,0.31011676,0.272466602
id24195,0.424472527,0.316639854,0.258887619
id05448,0.402602989,0.310684724,0.286712288
id15957,0.320855988,0.397087619,0.282056393
id19956,0.316758538,0.219098722,0.464142741
id15104,0.307487912,0.299677127,0.392834961
id17559,0.463974411,0.285320979,0.25070461
id16839,0.368095173,0.270519709,0.361385118
id14493,0.393644103,0.263031315,0.343324583
id08833,0.385828373,0.27433558,0.339836047
id15723,0.385701873,0.20130529,0.412992837
id02716,0.418260033,0.2694116,0.312328367
id06689,0.34007748,0.384361513,0.275561007
id18837,0.353889026,0.283404232,0.362706742
id04466,0.440228901,0.293024881,0.266746218
id00686,0.403790158,0.282301079,0.313908764
id09010,0.373010043,0.375336539,0.251653418
id23353,0.4850914,0.242909609,0.271998991
id00066,0.367439175,0.298394457,0.334166368
id15724,0.321693279,0.385648951,0.29265777
id23486,0.344275105,0.293386437,0.362338459
id22258,0.342973448,0.28470564,0.372320913
id02292,0.432911711,0.262843877,0.304244411
id16356,0.359468591,0.267363466,0.373167942
id00235,0.401622689,0.272993233,0.325384078
id25522,0.353858553,0.269104625,0.377036822
id04204,0.394504154,0.29896726,0.306528586
id22016,0.357465379,0.248342772,0.394191849
id06480,0.341601167,0.356269017,0.302129817
id08718,0.361074356,0.254788061,0.384137583
id05251,0.319646119,0.420629926,0.259723955
id03359,0.366281136,0.339180828,0.294538036
id16117,0.364544788,0.251697168,0.383758045
id17000,0.281198646,0.490696021,0.228105333
id01730,0.361665482,0.343479991,0.294854527
id00630,0.388753148,0.305010162,0.30623669
id18175,0.368406217,0.200382863,0.431210921
id00907,0.422102314,0.274268905,0.303628781
id18251,0.325142061,0.423515518,0.251342421
id25861,0.373845723,0.283917692,0.342236585
id00398,0.361650914,0.358704452,0.279644634
id27573,0.423055591,0.267811664,0.309132745
id10022,0.335007971,0.354578102,0.310413927
id15901,0.357169257,0.243142734,0.399688009
id00451,0.336001253,0.273003167,0.39099558
id23129,0.32617217,0.362594892,0.311232938
id26498,0.369668975,0.339207046,0.291123979
id14741,0.386810225,0.316482551,0.296707225
id18453,0.347475248,0.254078729,0.398446022
id08309,0.402864898,0.285380216,0.311754886
id00320,0.466420889,0.260417875,0.273161236
id07688,0.362265961,0.287948223,0.349785816
id01556,0.308632334,0.266049185,0.425318481
id00178,0.361618989,0.273673813,0.364707198
id18902,0.349418787,0.265533776,0.385047437
id27002,0.346440307,0.459976946,0.193582747
id21418,0.498266812,0.250423509,0.25130968
id23018,0.370640258,0.278286466,0.351073276
id07032,0.35984972,0.291066965,0.349083314
id16195,0.410535408,0.266065771,0.323398821
id11202,0.300915464,0.419966057,0.279118478
id09578,0.404974977,0.258342637,0.336682386
id26984,0.397248378,0.178588261,0.424163361
id19856,0.332271442,0.391455173,0.276273385
id12086,0.394678182,0.245137576,0.360184241
id12052,0.290190569,0.214834864,0.494974567
id17728,0.32161793,0.294992778,0.383389291
id24608,0.360499236,0.272420179,0.367080585
id21097,0.361354628,0.274305314,0.364340058
id20179,0.330671518,0.264946889,0.404381593
id15144,0.35738264,0.286150737,0.356466623
id00206,0.376819854,0.302402987,0.320777159
id22285,0.374353033,0.276106104,0.349540863
id06417,0.330860262,0.32520396,0.343935779
id00215,0.336471151,0.405465497,0.258063352
id04201,0.394350203,0.245030317,0.360619479
id21771,0.480768593,0.250211578,0.269019828
id12451,0.329858928,0.348022438,0.322118634
id14250,0.340898849,0.324794081,0.33430707
id03433,0.35277168,0.342190414,0.305037907
id03303,0.371260312,0.251238015,0.377501673
id25901,0.315672912,0.33938257,0.344944518
id06945,0.377917252,0.262003627,0.360079121
id05664,0.390882865,0.288215076,0.320902059
id05741,0.452627842,0.256213955,0.291158203
id10652,0.433665806,0.299863818,0.266470376
id16300,0.400136236,0.292010849,0.307852915
id12319,0.385032625,0.261598268,0.353369107
id07500,0.348874245,0.392279453,0.258846302
id12478,0.342287288,0.314475397,0.343237315
id03076,0.352295874,0.225052278,0.422651848
id00969,0.365309551,0.325473522,0.309216927
id23636,0.279449419,0.437763867,0.282786715
id09791,0.369888185,0.278690742,0.351421073
id05680,0.359608649,0.32732907,0.313062281
id03672,0.327631618,0.375760429,0.296607953
id04286,0.296535727,0.369270089,0.334194184
id23883,0.318525424,0.334297214,0.347177362
id11914,0.419712245,0.23715247,0.343135285
id20974,0.367108754,0.324640526,0.30825072
id26125,0.369475669,0.222843222,0.407681109
id15543,0.376951211,0.275945512,0.347103278
id19471,0.421192411,0.272816646,0.305990943
id11503,0.367208105,0.323463141,0.309328754
id09321,0.316457915,0.365750433,0.317791652
id25560,0.306003423,0.27657187,0.417424707
id06726,0.372476492,0.299595253,0.327928255
id05709,0.444653549,0.235909268,0.319437183
id09788,0.291756951,0.365275726,0.342967323
id05289,0.440428472,0.280081585,0.279489943
id11815,0.350333467,0.375326028,0.274340505
id22422,0.355613332,0.292910773,0.351475895
id25954,0.424794658,0.259039052,0.31616629
id13601,0.417180932,0.313357265,0.269461804
id05677,0.409208837,0.263210792,0.327580371
id10498,0.429650222,0.329025834,0.241323944
id02665,0.395656514,0.31672524,0.287618247
id10114,0.347971131,0.332910609,0.31911826
id26314,0.405223419,0.304329601,0.29044698
id21240,0.356495467,0.293819456,0.349685077
id15569,0.425394389,0.285559485,0.289046126
id25928,0.340410573,0.2964969,0.363092527
id22706,0.369386854,0.386844263,0.243768883
id20877,0.301752706,0.374434711,0.323812584
id04318,0.33588536,0.317999225,0.346115415
id18299,0.359045825,0.324283865,0.31667031
id08126,0.354466134,0.258939192,0.386594674
id14293,0.399171798,0.255575979,0.345252223
id12759,0.437219663,0.232142094,0.330638243
id11983,0.377650055,0.311406393,0.310943552
id05580,0.346186566,0.351080194,0.30273324
id25846,0.343582569,0.365890668,0.290526763
id01939,0.365875973,0.280272869,0.353851158
id26327,0.280119635,0.36336224,0.356518125
id11068,0.307038832,0.224036647,0.468924521
id08404,0.427941311,0.274084812,0.297973877
id27189,0.404133493,0.315747745,0.280118763
id15119,0.347143892,0.339507182,0.313348926
id26525,0.488924571,0.199725014,0.311350414
id03618,0.41576615,0.314180809,0.270053041
id27220,0.40416479,0.286212025,0.309623186
id18777,0.291833442,0.247973105,0.460193453
id20213,0.441496305,0.25084602,0.307657675
id20403,0.396832766,0.289971796,0.313195438
id03777,0.358810042,0.305441968,0.335747989
id10595,0.346893239,0.371611251,0.28149551
id13816,0.365005049,0.294972141,0.34002281
id05667,0.354059116,0.266338074,0.379602809
id24629,0.396053016,0.286833894,0.317113091
id20398,0.333610301,0.291426483,0.374963216
id14108,0.337487557,0.243765599,0.418746844
id06196,0.3274119,0.396667387,0.275920713
id02800,0.344306693,0.326072441,0.329620866
id18732,0.3604702,0.353784528,0.285745272
id11915,0.315721375,0.379229831,0.305048793
id09739,0.40395274,0.284361701,0.31168556
id24672,0.411256778,0.266249835,0.322493387
id00414,0.296679115,0.30046836,0.402852525
id16307,0.42587197,0.273937225,0.300190805
id14043,0.317040848,0.264080206,0.418878946
id00517,0.287681598,0.255978572,0.45633983
id09744,0.417355901,0.286766097,0.295878002
id19257,0.437700462,0.274061766,0.288237772
id15437,0.368057342,0.339770021,0.292172637
id16352,0.328375082,0.267330036,0.404294882
id18849,0.403285894,0.316524947,0.280189159
id19434,0.29943382,0.421406042,0.279160138
id17928,0.354497016,0.26585858,0.379644404
id16896,0.356187645,0.237801776,0.406010579
id02135,0.319599565,0.314245578,0.366154857
id15075,0.41540505,0.291140869,0.29345408
id27486,0.36316416,0.35506761,0.28176823
id19422,0.443658968,0.273861867,0.282479166
id09603,0.29558105,0.431815473,0.272603477
id02133,0.355553363,0.375012258,0.269434379
id03441,0.38481312,0.265638499,0.349548381
id02398,0.309698108,0.471980472,0.21832142
id05152,0.399863465,0.24659103,0.353545505
id17838,0.357017308,0.246480071,0.396502621
id25060,0.450821888,0.269530852,0.279647261
id09998,0.373270909,0.283255602,0.34347349
id01828,0.333809932,0.363757708,0.30243236
id25377,0.388613414,0.311659107,0.299727479
id22175,0.338005668,0.388716044,0.273278288
id02974,0.342437505,0.261314447,0.396248048
id26955,0.444263953,0.279300374,0.276435673
id21091,0.382126271,0.272997991,0.344875738
id12802,0.48965322,0.273694308,0.236652472
id07432,0.331060593,0.390540711,0.278398696
id18749,0.338343716,0.351667084,0.3099892
id15030,0.309791883,0.267885581,0.422322536
id17155,0.334366619,0.371698809,0.293934572
id08128,0.324748757,0.361756197,0.313495046
id25706,0.293469537,0.392521983,0.31400848
id15645,0.468069483,0.259962462,0.271968055
id04943,0.400798077,0.302073622,0.297128301
id27566,0.349139952,0.302342157,0.348517891
id11765,0.355366725,0.325331082,0.319302193
id13783,0.344491341,0.317299418,0.338209241
id00492,0.339043047,0.218828969,0.442127984
id27636,0.350634786,0.29055484,0.358810374
id04273,0.392156341,0.293720523,0.314123136
id02537,0.302923001,0.322586388,0.374490612
id24349,0.353131152,0.351501129,0.295367719
id00023,0.291574009,0.41265386,0.295772131
id23025,0.37160344,0.299676362,0.328720198
id08722,0.421955488,0.263376394,0.314668119
id02420,0.484580269,0.275094122,0.240325609
id10811,0.440779128,0.266220967,0.292999904
id04019,0.354279707,0.280680738,0.365039555
id18334,0.541072589,0.23676337,0.222164041
id16781,0.484413883,0.284086444,0.231499673
id08773,0.367312319,0.372514825,0.260172856
id19214,0.417985858,0.283569092,0.29844505
id09589,0.261386488,0.440260778,0.298352734
id24246,0.394267205,0.292033598,0.313699197
id23577,0.450746259,0.306008053,0.243245688
id09305,0.366293532,0.288557214,0.345149254
id16460,0.372872383,0.310466282,0.316661335
id21115,0.395490212,0.309886144,0.294623644
id25996,0.398799349,0.239217528,0.361983123
id02551,0.281969214,0.298089501,0.419941286
id19352,0.340504278,0.262253312,0.39724241
id03806,0.362543829,0.253050075,0.384406096
id26544,0.400631488,0.283258377,0.316110135
id18761,0.371206719,0.305796816,0.322996465
id24148,0.373320147,0.37583254,0.250847312
id16095,0.307507397,0.385079032,0.307413571
id18442,0.373847488,0.30900285,0.317149661
id22596,0.339247732,0.235865028,0.42488724
id23002,0.265575157,0.301227649,0.433197194
id04797,0.470767799,0.264683782,0.264548419
id06610,0.353208747,0.282057407,0.364733846
id16173,0.382013081,0.354594526,0.263392393
id18292,0.337419225,0.276374332,0.386206442
id27328,0.501760038,0.229228276,0.269011686
id01695,0.350718054,0.369421075,0.279860872
id05761,0.386734048,0.237204539,0.376061412
id16354,0.415725332,0.257232087,0.327042581
id12207,0.263297164,0.308942842,0.427759994
id05665,0.367598665,0.270883164,0.361518171
id01911,0.473279707,0.280513553,0.246206741
id19153,0.360599225,0.277628473,0.361772303
id10295,0.362447415,0.338078116,0.299474469
id23038,0.416776071,0.303865874,0.279358055
id23783,0.381777691,0.35924951,0.258972799
id27879,0.412698913,0.304155214,0.283145873
id19190,0.242379294,0.551925382,0.205695324
id05065,0.460405143,0.266466539,0.273128318
id21296,0.321657541,0.400229846,0.278112613
id13262,0.351656067,0.28160799,0.366735943
id10333,0.439588082,0.27179394,0.288617978
id16677,0.367642352,0.311716404,0.320641243
id01392,0.395202844,0.23141373,0.373383426
id27874,0.43564814,0.289416199,0.27493566
id02294,0.243285696,0.443597137,0.313117167
id18298,0.307995383,0.322600843,0.369403775
id06997,0.418130158,0.284268613,0.297601229
id05243,0.317193916,0.375067557,0.307738527
id00860,0.348137777,0.347680612,0.304181611
id26681,0.356658776,0.309518458,0.333822766
id06020,0.355575988,0.258686771,0.38573724
id27683,0.38046129,0.324852937,0.294685772
id17655,0.33366183,0.418683598,0.247654571
id08817,0.354144779,0.258076153,0.387779068
id11512,0.286702794,0.293444738,0.419852468
id00478,0.383746542,0.240871923,0.375381535
id02116,0.41288995,0.292410007,0.294700042
id06746,0.457266124,0.263407844,0.279326031
id03863,0.360639502,0.291124006,0.348236492
id01802,0.336574155,0.380586318,0.282839526
id11682,0.387691258,0.252891424,0.359417318
id04033,0.352561796,0.341779127,0.305659077
id09286,0.349001178,0.298337141,0.352661681
id12904,0.460382221,0.261060629,0.27855715
id07420,0.333051183,0.278788042,0.388160775
id22398,0.298101214,0.413306405,0.288592381
id00424,0.373829075,0.262453604,0.363717321
id20960,0.464738481,0.275959082,0.259302437
id10267,0.348129643,0.358705127,0.293165231
id19330,0.381229029,0.27080613,0.34796484
id00994,0.276660065,0.476362497,0.246977438
id10785,0.406885309,0.301253002,0.291861689
id00955,0.289377793,0.430310003,0.280312204
id09757,0.310820968,0.407170145,0.282008887
id10030,0.306206009,0.27359462,0.420199371
id22952,0.370486899,0.315660104,0.313852997
id21955,0.322922277,0.261515941,0.415561781
id07674,0.393231921,0.275572002,0.331196077
id13760,0.333989968,0.420890013,0.24512002
id18166,0.403214258,0.272449995,0.324335747
id23498,0.368164904,0.362774521,0.269060575
id05296,0.441922412,0.236127102,0.321950486
id26709,0.428219461,0.286257762,0.285522777
id02853,0.419307943,0.283665554,0.297026503
id06800,0.34085033,0.353209048,0.305940621
id14758,0.370985201,0.318676968,0.310337831
id12356,0.419026984,0.28489639,0.296076626
id21492,0.408464615,0.289890712,0.301644674
id27540,0.408368432,0.247672938,0.34395863
id07376,0.353606716,0.304238331,0.342154953
id15201,0.405818935,0.334657458,0.259523608
id23388,0.326183262,0.37845007,0.295366667
id13923,0.348654711,0.352225458,0.299119831
id00794,0.30827397,0.418226063,0.273499966
id23910,0.360484185,0.296131296,0.343384519
id02556,0.319564001,0.297042938,0.383393061
id22151,0.32749579,0.418554561,0.253949649
id11698,0.232295553,0.532936878,0.234767568
id11627,0.37756081,0.274478116,0.347961074
id06340,0.496048836,0.245926139,0.258025024
id05123,0.469679855,0.284905625,0.245414521
id26620,0.307632305,0.208534174,0.483833521
id04002,0.348634384,0.306799605,0.344566012
id26554,0.329352374,0.312357339,0.358290287
id18012,0.328306604,0.327149541,0.344543855
id12964,0.326208748,0.2160337,0.457757552
id18965,0.303391927,0.373008427,0.323599646
id19082,0.362903279,0.242701393,0.394395328
id26742,0.349471142,0.246631253,0.403897605
id15442,0.318705267,0.3902798,0.291014933
id16647,0.382524736,0.270154048,0.347321216
id11544,0.325872403,0.282688738,0.391438859
id20581,0.294854268,0.319174533,0.385971199
id13192,0.340678211,0.362120708,0.297201081
id15814,0.305921809,0.310707239,0.383370952
id26279,0.35071161,0.384500849,0.264787542
id00240,0.397216612,0.284592372,0.318191015
id22836,0.447424575,0.28240811,0.270167315
id15085,0.325124165,0.360127051,0.314748784
id17495,0.331050103,0.260447924,0.408501973
id26762,0.352154176,0.292486442,0.355359382
id13685,0.414921239,0.261242709,0.323836052
id16560,0.343938264,0.394592205,0.261469531
id17184,0.313993877,0.394692818,0.291313305
id21635,0.419462361,0.274846897,0.305690743
id26751,0.351567856,0.319329144,0.329103
id12351,0.412961502,0.270699104,0.316339394
id14872,0.385595169,0.323935527,0.290469304
id18372,0.407951793,0.300236601,0.291811606
id26851,0.412930584,0.281496975,0.305572441
id22659,0.375889076,0.346972524,0.277138401
id04102,0.361934185,0.279439724,0.35862609
id02353,0.323741256,0.396907217,0.279351527
id26721,0.422276731,0.293194533,0.284528736
id11171,0.383855215,0.292402676,0.323742108
id13562,0.360917712,0.315432556,0.323649732
id26425,0.416830422,0.249812467,0.333357111
id26394,0.350834421,0.297082194,0.352083385
id22187,0.39306658,0.306183034,0.300750385
id00422,0.455139043,0.263935366,0.280925591
id22667,0.353118412,0.394281837,0.252599751
id00911,0.385027598,0.2605243,0.354448102
id17291,0.377850156,0.252015451,0.370134393
id01915,0.359017649,0.304201498,0.336780853
id01434,0.346630682,0.291837445,0.361531873
id01584,0.360834746,0.264962645,0.374202609
id09266,0.408512597,0.271397402,0.320090001
id17494,0.307206212,0.433671633,0.259122154
id24919,0.32128154,0.336685522,0.342032937
id21043,0.378933453,0.253478172,0.367588375
id17796,0.344430907,0.411209688,0.244359405
id02166,0.39715071,0.261056386,0.341792904
id17503,0.429654069,0.230885684,0.339460248
id21203,0.267979296,0.242226571,0.489794133
id25626,0.426250874,0.265625741,0.308123384
id09836,0.438016057,0.325520154,0.23646379
id24202,0.32094706,0.279296328,0.399756611
id27260,0.395405732,0.256824863,0.347769405
id23167,0.323202047,0.253467483,0.423330471
id10393,0.331114399,0.407556063,0.261329539
id01171,0.45374802,0.279010525,0.267241455
id06380,0.396864239,0.288067029,0.315068732
id22686,0.379193171,0.2520106,0.368796229
id26250,0.387329502,0.251043034,0.361627464
id09315,0.346737391,0.371416653,0.281845956
id00886,0.322528916,0.403003579,0.274467504
id03101,0.413050227,0.297641709,0.289308064
id12367,0.386069283,0.290131657,0.32379906
id10770,0.47296895,0.251351192,0.275679858
id14949,0.338328015,0.45178313,0.209888856
id14141,0.400258067,0.349862925,0.249879008
id25417,0.382209449,0.320696678,0.297093873
id26873,0.409871276,0.290182477,0.299946246
id10818,0.351420415,0.276814565,0.37176502
id15146,0.423306809,0.268178073,0.308515118
id23328,0.405541287,0.291935098,0.302523614
id16765,0.376925231,0.295773637,0.327301131
id24383,0.413788924,0.240273896,0.34593718
id21304,0.399173268,0.305283255,0.295543478
id12551,0.333414193,0.381061673,0.285524133
id23274,0.346899308,0.29379412,0.359306572
id08117,0.416208828,0.271396245,0.312394927
id23961,0.397994925,0.284622136,0.317382939
id13865,0.342217573,0.370754847,0.28702758
id22807,0.36130995,0.272904777,0.365785273
id08951,0.260523298,0.238055133,0.50142157
id18684,0.502374248,0.233526692,0.26409906
id25179,0.329243114,0.357356589,0.313400297
id27033,0.40447314,0.275386482,0.320140378
id13977,0.371941227,0.298027258,0.330031515
id19337,0.304324326,0.381269213,0.314406461
id25764,0.363415339,0.334945365,0.301639296
id16106,0.37419846,0.305206119,0.320595421
id05468,0.358251388,0.250161568,0.391587045
id05241,0.402507965,0.286298598,0.311193437
id10215,0.393849161,0.271854016,0.334296824
id23457,0.332506582,0.274105765,0.393387653
id02200,0.403256405,0.292110797,0.304632798
id13714,0.35036018,0.339631098,0.310008721
id20332,0.320729694,0.249972607,0.429297699
id18573,0.34490192,0.320781978,0.334316102
id08569,0.426161598,0.260324348,0.313514054
id22767,0.397362646,0.295996157,0.306641197
id25390,0.325875073,0.381461468,0.292663459
id09288,0.426377389,0.265256698,0.308365912
id12381,0.435950522,0.287325089,0.276724389
id02895,0.357394617,0.286687456,0.355917927
id25270,0.348836663,0.274015235,0.377148103
id14248,0.318993217,0.258397696,0.422609087
id12831,0.448180236,0.249287024,0.30253274
id18305,0.365622673,0.303636458,0.330740869
id07805,0.454900771,0.264074423,0.281024806
id14027,0.382568326,0.295486576,0.321945099
id02760,0.419245303,0.262225967,0.31852873
id24362,0.443094236,0.303928478,0.252977286
id17065,0.370645341,0.370839308,0.258515351
id26583,0.337487325,0.342638847,0.319873828
id19664,0.424463025,0.299223217,0.276313758
id25145,0.397319394,0.294228776,0.30845183
id17858,0.344890885,0.393141313,0.261967802
id05148,0.349122359,0.349056631,0.30182101
id22928,0.400523887,0.301849754,0.297626359
id21549,0.395868035,0.245533157,0.358598808
id12649,0.350899892,0.394702571,0.254397537
id21597,0.452878155,0.259387185,0.28773466
id27945,0.40459691,0.312522976,0.282880114
id00243,0.459792321,0.239423982,0.300783697
id02745,0.411441103,0.309068224,0.279490672
id23550,0.335583018,0.273714626,0.390702356
id13023,0.414557446,0.240871737,0.344570817
id24796,0.353335454,0.267713363,0.378951183
id12284,0.337694229,0.365054088,0.297251682
id02664,0.286326844,0.394807725,0.318865431
id23767,0.412246432,0.290857043,0.296896525
id05859,0.318975337,0.36623983,0.314784833
id14350,0.368156586,0.331032455,0.300810958
id01191,0.360044878,0.336924755,0.303030367
id17034,0.420838213,0.294792474,0.284369313
id25292,0.42027783,0.272827154,0.306895016
id22121,0.429739668,0.281850436,0.288409896
