id,EAP,HPL,MWS
id25522,0.353858553,0.269104625,0.377036822
id04204,0.394504154,0.29896726,0.306528586
id22016,0.357465379,0.248342772,0.394191849
id06480,0.342078157,0.357592229,0.300329614
id08718,0.361074356,0.254788061,0.384137583
id05251,0.31832155,0.429077984,0.252600467
id03359,0.366281136,0.339180828,0.294538036
id16117,0.364544788,0.251697168,0.383758045
id17000,0.281198646,0.490696021,0.228105333
id01730,0.36323949,0.344043694,0.292716816
id00630,0.388753148,0.305010162,0.30623669
id18175,0.368406217,0.200382863,0.431210921
id00907,0.422102314,0.274268905,0.303628781
id18251,0.32464562,0.428981105,0.246373275
id25861,0.373845723,0.283917692,0.342236585
id00398,0.366007465,0.362607701,0.271384834
id27573,0.425619084,0.265939616,0.3084413
id10022,0.335064738,0.355298264,0.309636998
id15901,0.358813114,0.236922693,0.404264193
id00451,0.336191819,0.268693869,0.395114312
id23129,0.325846662,0.363924963,0.310228375
id26498,0.369668975,0.339207046,0.291123979
id14741,0.389624798,0.315595667,0.294779535
id18453,0.347475248,0.254078729,0.398446022
id08309,0.402864898,0.285380216,0.311754886
id00320,0.468980265,0.259015655,0.27200408
id07688,0.362265961,0.287948223,0.349785816
id01556,0.308632334,0.266049185,0.425318481
id00178,0.364378565,0.267853372,0.367768063
id18902,0.349418787,0.265533776,0.385047437
id27002,0.346440307,0.459976946,0.193582747
id21418,0.510047775,0.244501378,0.245450847
id23018,0.370640258,0.278286466,0.351073276
id07032,0.36054752,0.289954692,0.349497787
id16195,0.410535408,0.266065771,0.323398821
id11202,0.29628434,0.432342161,0.271373499
id09578,0.404974977,0.258342637,0.336682386
id26984,0.397248378,0.178588261,0.424163361
id19856,0.332238258,0.393271481,0.274490262
id12086,0.394678182,0.245137576,0.360184241
id12052,0.290190569,0.214834864,0.494974567
id17728,0.321073028,0.293209497,0.385717476
id24608,0.360499236,0.272420179,0.367080585
id21097,0.361354628,0.274305314,0.364340058
id20179,0.330671518,0.264946889,0.404381593
id15144,0.360054785,0.280908226,0.359036988
id00206,0.376819854,0.302402987,0.320777159
id22285,0.377508394,0.27170401,0.350787596
id06417,0.330736608,0.324797491,0.344465901
id00215,0.33662057,0.408900362,0.254479068
id04201,0.394350203,0.245030317,0.360619479
id21771,0.480768593,0.250211578,0.269019828
id12451,0.329858928,0.348022438,0.322118634
id14250,0.340898849,0.324794081,0.33430707
id03433,0.35277168,0.342190414,0.305037907
id03303,0.371260312,0.251238015,0.377501673
id25901,0.315672912,0.33938257,0.344944518
id06945,0.377917252,0.262003627,0.360079121
id05664,0.390882865,0.288215076,0.320902059
id05741,0.452627842,0.256213955,0.291158203
id10652,0.433665806,0.299863818,0.266470376
id16300,0.405410149,0.288748547,0.305841303
id12319,0.385032625,0.261598268,0.353369107
id07500,0.349564952,0.39489928,0.255535767
id12478,0.342287288,0.314475397,0.343237315
id03076,0.352295874,0.225052278,0.422651848
id00969,0.366763015,0.325116258,0.308120727
id23636,0.279449419,0.437763867,0.282786715
id09791,0.37598066,0.269583644,0.354435697
id05680,0.360167699,0.327201319,0.312630982
id03672,0.327296223,0.378256141,0.294447637
id04286,0.296535727,0.369270089,0.334194184
id23883,0.318525424,0.334297214,0.347177362
id11914,0.419712245,0.23715247,0.343135285
id20974,0.368132251,0.324377108,0.307490641
id26125,0.369475669,0.222843222,0.407681109
id15543,0.376951211,0.275945512,0.347103278
id19471,0.421192411,0.272816646,0.305990943
id11503,0.369200739,0.322882541,0.307916719
id09321,0.316457915,0.365750433,0.317791652
id25560,0.30359196,0.271563506,0.424844534
id06726,0.372476492,0.299595253,0.327928255
id05709,0.444653549,0.235909268,0.319437183
id09788,0.291756951,0.365275726,0.342967323
id05289,0.440428472,0.280081585,0.279489943
id11815,0.350333467,0.375326028,0.274340505
id22422,0.355613332,0.292910773,0.351475895
id25954,0.429367725,0.255324338,0.315307937
id13601,0.417180932,0.313357265,0.269461804
id05677,0.409208837,0.263210792,0.327580371
id10498,0.432971494,0.328877299,0.238151207
id02665,0.399118912,0.315802568,0.28507852
id10114,0.347971131,0.332910609,0.31911826
id26314,0.407886015,0.303255389,0.288858597
id21240,0.356495467,0.293819456,0.349685077
id15569,0.427535344,0.284448465,0.288016191
id25928,0.340410573,0.2964969,0.363092527
id22706,0.370889084,0.389073885,0.240037031
id20877,0.301167879,0.375195847,0.323636274
id04318,0.33588536,0.317999225,0.346115415
id18299,0.36033145,0.323831391,0.315837159
id08126,0.354466134,0.258939192,0.386594674
id14293,0.399171798,0.255575979,0.345252223
id12759,0.437219663,0.232142094,0.330638243
id11983,0.379354545,0.310563049,0.310082406
id05580,0.346186566,0.351080194,0.30273324
id25846,0.343582569,0.365890668,0.290526763
id01939,0.365875973,0.280272869,0.353851158
id26327,0.271250685,0.368367058,0.360382256
id11068,0.307038832,0.224036647,0.468924521
id08404,0.427941311,0.274084812,0.297973877
id27189,0.404133493,0.315747745,0.280118763
id15119,0.347143892,0.339507182,0.313348926
id26525,0.488924571,0.199725014,0.311350414
id03618,0.421654208,0.312812772,0.26553302
id27220,0.40416479,0.286212025,0.309623186
id18777,0.291833442,0.247973105,0.460193453
id20213,0.441496305,0.25084602,0.307657675
id20403,0.398817124,0.288616748,0.312566129
id03777,0.358810042,0.305441968,0.335747989
id10595,0.347280665,0.372704906,0.28001443
id13816,0.366868091,0.2927156,0.340416309
id05667,0.354799323,0.263945387,0.381255291
id24629,0.396053016,0.286833894,0.317113091
id20398,0.333622891,0.289521626,0.376855483
id14108,0.337487557,0.243765599,0.418746844
id06196,0.3274119,0.396667387,0.275920713
id02800,0.344728745,0.325793176,0.329478079
id18732,0.3604702,0.353784528,0.285745272
id11915,0.315016897,0.381065691,0.303917412
id09739,0.40395274,0.284361701,0.31168556
id24672,0.415152951,0.26289566,0.32195139
id00414,0.296097302,0.299946694,0.403956005
id16307,0.42587197,0.273937225,0.300190805
id14043,0.317040848,0.264080206,0.418878946
id00517,0.287681598,0.255978572,0.45633983
id09744,0.423819175,0.283184002,0.292996823
id19257,0.437700462,0.274061766,0.288237772
id15437,0.369567082,0.340049877,0.290383041
id16352,0.328375082,0.267330036,0.404294882
id18849,0.403285894,0.316524947,0.280189159
id19434,0.296608861,0.428745434,0.274645705
id17928,0.355311004,0.263263397,0.381425599
id16896,0.356187645,0.237801776,0.406010579
id02135,0.31835104,0.312510328,0.369138632
id15075,0.418973386,0.289306414,0.2917202
id27486,0.366223732,0.357296767,0.276479501
id19422,0.443658968,0.273861867,0.282479166
id09603,0.29558105,0.431815473,0.272603477
id02133,0.355553363,0.375012258,0.269434379
id03441,0.38481312,0.265638499,0.349548381
id02398,0.308883101,0.476761407,0.214355492
id05152,0.399863465,0.24659103,0.353545505
id17838,0.357017308,0.246480071,0.396502621
id25060,0.450821888,0.269530852,0.279647261
id09998,0.375620178,0.280309853,0.344069969
id01828,0.333809932,0.363757708,0.30243236
id25377,0.388613414,0.311659107,0.299727479
id22175,0.338005668,0.388716044,0.273278288
id02974,0.342437505,0.261314447,0.396248048
id26955,0.448886062,0.277049001,0.274064937
id21091,0.38439571,0.270191696,0.345412594
id12802,0.504540828,0.268014401,0.227444771
id07432,0.331013245,0.391732531,0.277254224
id18749,0.338343716,0.351667084,0.3099892
id15030,0.309791883,0.267885581,0.422322536
id17155,0.334392451,0.372657946,0.292949603
id08128,0.324088405,0.363942571,0.311969024
id25706,0.291124608,0.396003668,0.312871724
id15645,0.468069483,0.259962462,0.271968055
id04943,0.400798077,0.302073622,0.297128301
id27566,0.349139952,0.302342157,0.348517891
id11765,0.356182777,0.325034702,0.318782521
id13783,0.345505705,0.31584179,0.338652505
id00492,0.339302579,0.213624225,0.447073195
id27636,0.351159073,0.289258522,0.359582405
id04273,0.393746152,0.292649907,0.313603941
id02537,0.302923001,0.322586388,0.374490612
id24349,0.356100825,0.354226298,0.289672877
id00023,0.291574009,0.41265386,0.295772131
id23025,0.37160344,0.299676362,0.328720198
id08722,0.421955488,0.263376394,0.314668119
id02420,0.487798289,0.27385499,0.238346721
id10811,0.444758602,0.263735324,0.291506074
id04019,0.354279707,0.280680738,0.365039555
id18334,0.541072589,0.23676337,0.222164041
id16781,0.484413883,0.284086444,0.231499673
id08773,0.36872811,0.374147388,0.257124502
id19214,0.428144161,0.277597383,0.294258456
id09589,0.261386488,0.440260778,0.298352734
id24246,0.397392018,0.289915663,0.312692319
id23577,0.459778023,0.303906108,0.236315869
id09305,0.366293532,0.288557214,0.345149254
id16460,0.376466842,0.308387459,0.315145699
id21115,0.395490212,0.309886144,0.294623644
id25996,0.409710352,0.22353156,0.366758088
id02551,0.281969214,0.298089501,0.419941286
id19352,0.340504278,0.262253312,0.39724241
id03806,0.362543829,0.253050075,0.384406096
id26544,0.400631488,0.283258377,0.316110135
id18761,0.371206719,0.305796816,0.322996465
id24148,0.373320147,0.37583254,0.250847312
id16095,0.304788877,0.390525947,0.304685175
id18442,0.373847488,0.30900285,0.317149661
id22596,0.339247732,0.235865028,0.42488724
id23002,0.265575157,0.301227649,0.433197194
id04797,0.470767799,0.264683782,0.264548419
id06610,0.353849889,0.280403345,0.365746766
id16173,0.382013081,0.354594526,0.263392393
id18292,0.337419225,0.276374332,0.386206442
id27328,0.511667491,0.223104449,0.265228059
id01695,0.350718054,0.369421075,0.279860872
id05761,0.390071593,0.23119649,0.378731917
id16354,0.415725332,0.257232087,0.327042581
id12207,0.255924935,0.306375422,0.437699643
id05665,0.368414507,0.269396255,0.362189238
id01911,0.473279707,0.280513553,0.246206741
id19153,0.361573007,0.275639013,0.36278798
id10295,0.362447415,0.338078116,0.299474469
id23038,0.416776071,0.303865874,0.279358055
id23783,0.381777691,0.35924951,0.258972799
id27879,0.418172402,0.302142929,0.279684669
id19190,0.242379294,0.551925382,0.205695324
id05065,0.467879955,0.262533198,0.269586847
id21296,0.321126823,0.403270597,0.27560258
id13262,0.351656067,0.28160799,0.366735943
id10333,0.442384259,0.270174483,0.287441258
id16677,0.36889756,0.310925541,0.320176898
id01392,0.395202844,0.23141373,0.373383426
id27874,0.43564814,0.289416199,0.27493566
id02294,0.243285696,0.443597137,0.313117167
id18298,0.307995383,0.322600843,0.369403775
id06997,0.428408561,0.278321374,0.293270065
id05243,0.317193916,0.375067557,0.307738527
id00860,0.348137777,0.347680612,0.304181611
id26681,0.356658776,0.309518458,0.333822766
id06020,0.356706971,0.254891183,0.388401846
id27683,0.383603154,0.324287578,0.292109268
id17655,0.33366183,0.418683598,0.247654571
id08817,0.354915574,0.25528885,0.389795576
id11512,0.285198583,0.292158009,0.422643408
id00478,0.383746542,0.240871923,0.375381535
id02116,0.41288995,0.292410007,0.294700042
id06746,0.457266124,0.263407844,0.279326031
id03863,0.360639502,0.291124006,0.348236492
id01802,0.336574155,0.380586318,0.282839526
id11682,0.387691258,0.252891424,0.359417318
id04033,0.352561796,0.341779127,0.305659077
id09286,0.349475962,0.29727665,0.353247388
id12904,0.460382221,0.261060629,0.27855715
id07420,0.333051183,0.278788042,0.388160775
id22398,0.297300484,0.415123975,0.287575541
id00424,0.373829075,0.262453604,0.363717321
id20960,0.464738481,0.275959082,0.259302437
id10267,0.348129643,0.358705127,0.293165231
id19330,0.381229029,0.27080613,0.34796484
id00994,0.276660065,0.476362497,0.246977438
id10785,0.406885309,0.301253002,0.291861689
id00955,0.289377793,0.430310003,0.280312204
id09757,0.310820968,0.407170145,0.282008887
id10030,0.306206009,0.27359462,0.420199371
id22952,0.370486899,0.315660104,0.313852997
id21955,0.322922277,0.261515941,0.415561781
id07674,0.393231921,0.275572002,0.331196077
id13760,0.334011149,0.423714422,0.242274429
id18166,0.404878089,0.271000391,0.324121519
id23498,0.373523607,0.367303935,0.259172458
id05296,0.441922412,0.236127102,0.321950486
id26709,0.431094799,0.28483123,0.284073972
id02853,0.425448987,0.280117856,0.294433158
id06800,0.34085033,0.353209048,0.305940621
id14758,0.370985201,0.318676968,0.310337831
id12356,0.419026984,0.28489639,0.296076626
id21492,0.408464615,0.289890712,0.301644674
id27540,0.409471889,0.246413226,0.344114885
id07376,0.354169866,0.303430136,0.342399998
id15201,0.405818935,0.334657458,0.259523608
id23388,0.325736383,0.381269866,0.292993751
id13923,0.348654711,0.352225458,0.299119831
id00794,0.30827397,0.418226063,0.273499966
id23910,0.360484185,0.296131296,0.343384519
id02556,0.318034075,0.293010672,0.388955253
id22151,0.32749579,0.418554561,0.253949649
id11698,0.232295553,0.532936878,0.234767568
id11627,0.383089244,0.267121214,0.349789542
id06340,0.503797193,0.241763892,0.254438915
id05123,0.469679855,0.284905625,0.245414521
id26620,0.307632305,0.208534174,0.483833521
id04002,0.348634384,0.306799605,0.344566012
id26554,0.329210197,0.311608197,0.359181607
id18012,0.328306604,0.327149541,0.344543855
id12964,0.326208748,0.2160337,0.457757552
id18965,0.303391927,0.373008427,0.323599646
id19082,0.362903279,0.242701393,0.394395328
id26742,0.349471142,0.246631253,0.403897605
id15442,0.318705267,0.3902798,0.291014933
id16647,0.382524736,0.270154048,0.347321216
id11544,0.325375007,0.279312432,0.395312561
id20581,0.294854268,0.319174533,0.385971199
id13192,0.340678211,0.362120708,0.297201081
id15814,0.305921809,0.310707239,0.383370952
id26279,0.352642529,0.390186128,0.257171343
id00240,0.403024183,0.280161376,0.316814441
id22836,0.4507802,0.28091031,0.268309491
id15085,0.325124165,0.360127051,0.314748784
id17495,0.331050103,0.260447924,0.408501973
id26762,0.352724504,0.291248658,0.356026838
id13685,0.414921239,0.261242709,0.323836052
id16560,0.343938264,0.394592205,0.261469531
id17184,0.313993877,0.394692818,0.291313305
id21635,0.421057343,0.273763815,0.305178843
id26751,0.351567856,0.319329144,0.329103
id12351,0.412961502,0.270699104,0.316339394
id14872,0.393061146,0.322592983,0.284345871
id18372,0.407951793,0.300236601,0.291811606
id26851,0.412930584,0.281496975,0.305572441
id22659,0.375889076,0.346972524,0.277138401
id04102,0.362667541,0.278057837,0.359274622
id02353,0.323741256,0.396907217,0.279351527
id26721,0.426143835,0.291449368,0.282406797
id11171,0.383855215,0.292402676,0.323742108
id13562,0.360917712,0.315432556,0.323649732
id26425,0.416830422,0.249812467,0.333357111
id26394,0.350834421,0.297082194,0.352083385
id22187,0.403022121,0.301657985,0.295319894
id00422,0.458669644,0.261923831,0.279406526
id22667,0.353478141,0.395389991,0.251131868
id00911,0.389727077,0.253905297,0.356367626
id17291,0.379159474,0.249623748,0.371216778
id01915,0.359017649,0.304201498,0.336780853
id01434,0.346630682,0.291837445,0.361531873
id01584,0.360834746,0.264962645,0.374202609
id09266,0.416289762,0.264990237,0.318720001
id17494,0.307206212,0.433671633,0.259122154
id24919,0.32128154,0.336685522,0.342032937
id21043,0.378933453,0.253478172,0.367588375
id17796,0.344430907,0.411209688,0.244359405
id02166,0.39715071,0.261056386,0.341792904
id17503,0.433358712,0.226945389,0.339695898
id21203,0.267979296,0.242226571,0.489794133
id25626,0.426250874,0.265625741,0.308123384
id09836,0.438016057,0.325520154,0.23646379
id24202,0.32094706,0.279296328,0.399756611
id27260,0.395405732,0.256824863,0.347769405
id23167,0.322864337,0.250805288,0.426330375
id10393,0.331114399,0.407556063,0.261329539
id01171,0.458379354,0.276921186,0.26469946
id06380,0.396864239,0.288067029,0.315068732
id22686,0.379193171,0.2520106,0.368796229
id26250,0.387329502,0.251043034,0.361627464
id09315,0.346737391,0.371416653,0.281845956
id00886,0.322528916,0.403003579,0.274467504
id03101,0.418547943,0.295180218,0.286271839
id12367,0.386069283,0.290131657,0.32379906
id10770,0.47296895,0.251351192,0.275679858
id14949,0.338328015,0.45178313,0.209888856
id14141,0.400258067,0.349862925,0.249879008
id25417,0.382209449,0.320696678,0.297093873
id26873,0.409871276,0.290182477,0.299946246
id10818,0.351420415,0.276814565,0.37176502
id15146,0.423306809,0.268178073,0.308515118
id23328,0.407302457,0.290925385,0.301772158
id16765,0.378136117,0.294730312,0.32713357
id24383,0.415851888,0.237887757,0.346260355
id21304,0.399173268,0.305283255,0.295543478
id12551,0.333415914,0.38207717,0.284506916
id23274,0.346899308,0.29379412,0.359306572
id08117,0.416208828,0.271396245,0.312394927
id23961,0.403700359,0.280324089,0.315975552
id13865,0.342661785,0.372625923,0.284712292
id22807,0.36130995,0.272904777,0.365785273
id08951,0.260523298,0.238055133,0.50142157
id18684,0.502374248,0.233526692,0.26409906
id25179,0.329065278,0.358401078,0.312533644
id27033,0.40447314,0.275386482,0.320140378
id13977,0.371941227,0.298027258,0.330031515
id19337,0.304324326,0.381269213,0.314406461
id25764,0.36450923,0.335003985,0.300486786
id16106,0.37419846,0.305206119,0.320595421
id05468,0.359030077,0.24756245,0.393407473
id05241,0.402507965,0.286298598,0.311193437
id10215,0.393849161,0.271854016,0.334296824
id23457,0.332506582,0.274105765,0.393387653
id02200,0.403770545,0.29180769,0.304421764
id13714,0.352488536,0.340418319,0.307093145
id20332,0.320729694,0.249972607,0.429297699
id18573,0.34490192,0.320781978,0.334316102
id08569,0.42762346,0.2591746,0.31320194
id22767,0.399302928,0.294864727,0.305832345
id25390,0.325875073,0.381461468,0.292663459
id09288,0.43510027,0.258874514,0.306025217
id12381,0.449943775,0.281051237,0.269004988
id02895,0.357394617,0.286687456,0.355917927
id25270,0.348836663,0.274015235,0.377148103
id14248,0.318993217,0.258397696,0.422609087
id12831,0.448180236,0.249287024,0.30253274
id18305,0.368851607,0.30066677,0.330481623
id07805,0.459403269,0.261509278,0.279087453
id14027,0.382568326,0.295486576,0.321945099
id02760,0.419245303,0.262225967,0.31852873
id24362,0.443094236,0.303928478,0.252977286
id17065,0.370645341,0.370839308,0.258515351
id26583,0.337487325,0.342638847,0.319873828
id19664,0.425464451,0.29884838,0.275687169
id25145,0.397319394,0.294228776,0.30845183
id17858,0.344890885,0.393141313,0.261967802
id05148,0.349122359,0.349056631,0.30182101
id22928,0.407989504,0.298351579,0.293658918
id21549,0.396713099,0.244346668,0.358940233
id12649,0.352749004,0.401162491,0.246088505
id21597,0.452878155,0.259387185,0.28773466
id27945,0.407054275,0.311805377,0.281140348
id00243,0.464475988,0.235945857,0.299578155
id02745,0.411441103,0.309068224,0.279490672
id23550,0.335583018,0.273714626,0.390702356
id13023,0.423929459,0.230203092,0.345867449
id24796,0.353923752,0.265783364,0.380292884
id12284,0.338178773,0.368578617,0.29324261
id02664,0.2857605,0.39554838,0.318691119
id23767,0.412246432,0.290857043,0.296896525
id05859,0.318975337,0.36623983,0.314784833
id14350,0.368156586,0.331032455,0.300810958
id01191,0.360044878,0.336924755,0.303030367
id17034,0.420838213,0.294792474,0.284369313
id25292,0.422761959,0.271098406,0.306139635
id22121,0.429739668,0.281850436,0.288409896
