,EAP,HPL,MWS
146,32530112909387.285,0.0,34711205235446.016
147,0.0,0.0,0.0
148,5.677181627541736e-10,0.0,0.0
149,0.0,0.0,0.0
150,1514.205453302974,0.0,0.0
151,354.71696603856196,0.0,330.1635224762769
152,0.0,1432023509.6035383,0.0
153,0.0,15706976.567441534,0.0
154,0.0,317985.3737525032,0.0
155,0.0,0.0,0.0
156,0.0,0.0,2.0994508626038316e+16
157,43221734.690009415,0.0,0.0
158,0.0,0.0,209.16911996542254
159,2551533.384468383,2815.457118454352,1432786.7657529404
160,1013834970283.5376,21661443275.41976,58329508377.1123
161,0.0,0.0,0.0
162,0.0,1571861.3255771797,21143997.6238709
163,39746791.45347277,0.0,0.0
164,4862049791541.926,0.0,0.0
165,344960638913.21893,186509704491.8665,0.0
166,839434.5876040993,0.0,5600.749284569437
167,37211917769965.195,38735422683001.9,6168070248707.676
168,0.0,0.0,30948096913.522118
169,0.0,0.0,0.0
170,0.0,0.0,0.0
171,1.8958902343996235e-07,0.0,0.0
172,4307825.49319265,0.0,0.0
173,697.5472646834271,0.0,0.0
174,0.0,0.0,0.0
175,0.0,0.0,0.19758607981507686
176,1060359415356.2522,0.0,0.0
177,105206.0849550135,0.0,0.0
178,0.0,0.0,0.0
179,719028891769253.9,22136586002136.695,0.0
180,34513687826939.11,0.0,793984630570.1681
181,1.4572602488098646e+16,4989467233319967.0,0.0
182,872053693209.9622,845183175503.7999,152071579808.55176
183,0.0,0.0,0.0
184,499477613.32248497,0.0,0.0
185,276395141947579.03,0.0,0.0
186,47791.96970347501,0.0,0.0
187,54376283949066.2,304996739351990.56,14996977320361.314
188,10262676.336464012,0.0,22140405244.10887
189,243731.25514133216,73731.91928647962,120586384.93518758
190,779170150360512.0,0.0,0.0
191,0.0,10789.743772291831,3167105.7755507417
192,5595735475.432805,702798.5372660072,0.0
193,17915.41200021445,0.0,47.39096689905639
194,9020019328539214.0,118129950653530.73,8037233582962739.0
195,59.4353452865374,1.591571233284969e-06,0.0
196,0.0,0.0,0.0
197,18730568.059295498,0.0,0.0
198,73019.67781456932,0.0,0.0
199,0.0,0.0,0.0
200,373896891.1941561,415337976.41859484,0.0
201,9361870700719.332,445422020.5329144,1993776379.488758
202,22390457927517.188,2074275821092.294,8334807616956.408
203,49008157.26393797,1569926571.0537899,8493807.37673742
204,3093447081.6966553,126477693.66145518,7698448956.931001
205,57042505.938462146,2107605.747372451,575952044.1928306
206,220833754939799.47,2714153463089.9995,5544726852145.143
207,0.0,0.0,0.3902511636409299
208,80363.37960191916,0.0,0.0
209,136.19906685577655,0.0,1276.4292158158505
210,861060385942.6759,23773060532.09119,0.0
211,6514595586702109.0,699143037933206.2,1.0053944085561426e+16
212,0.0,0.0,0.0
213,1843846182461.963,3690528270.474689,2047522965523.5894
214,0.0,17376.0104339346,0.0
215,3596255825.811071,683005403.2778769,0.0
216,6.251232819017911,0.0,64.94631588660828
217,0.0,1892640878.652548,0.0
218,0.0,0.0,0.0
219,0.0,0.0,0.0
220,0.0,0.0,2023942312984.9556
221,1441574553297.6238,0.0,0.0
222,0.0,0.0,0.0
223,587363927398587.1,0.0,428508310576232.6
224,338882126781.77,169627928271.68002,6883437616.230541
225,2093.2939396997976,0.0,0.0
226,0.0,2.290849829380748e-13,0.0
227,3249.1495535226504,0.0,84207.59018931349
228,0.0,0.0,165323.79546044982
229,0.0,11776061.846431335,0.0
230,0.0,0.0,0.0
231,1802451805.6804006,0.0,0.0
232,0.0,0.0,0.0
233,251988414216.81424,760026053.5714798,5065221639.986609
234,0.04462354834164634,0.0,0.0
235,630685406.8263277,2420880.080663612,229501473.82313508
236,0.0,0.0,50739503.68891725
237,0.0,0.0,0.0
238,0.0,0.0,0.0
239,0.0,4558407111311601.0,0.0
240,165599411.6580606,0.0,0.0
241,54843241961763.19,0.0,37131823453209.305
242,0.6036653955355187,4.340256097841057e-06,0.0
243,3999099.5709009855,0.0,0.0
244,0.0,345636497345.9505,0.0
245,1186785111840012.0,34325821871022.4,299950574215615.56
246,984189962230516.4,1597225580588.4023,1305147333799922.8
247,0.0,1187.9070507839417,0.0
248,187978908089832.28,2504773030812.587,65365058979048.82
249,0.0,0.0,530981138112978.8
250,0.0,0.0,0.0
251,0.0,0.0,65700.1767425996
252,38.59013739431818,0.0,0.0
253,0.0,0.0,0.0
254,57684800892988.21,4767112762110.037,50527726469263.98
255,848364567657.6947,35646690854.62489,80568303018.88596
256,797284425068.4138,5656565088.969643,207059657599.20337
257,0.0,5016744.949980691,0.0
258,0.0,127864792.93059358,0.0
259,18099305.490580942,0.0,0.0
260,465120136158638.4,0.0,0.0
261,0.0,5924557.002752839,672379.3634955427
262,0.0,8113312.073133941,5181875.481916455
263,0.0,1.5411518160050045e-09,0.0
264,470800637111.0976,0.0,664369469887.2122
265,0.0,221089537930.0162,314457424097.4385
266,0.0,0.0,0.0
267,342097212976.17145,3582021212.352462,24748808824.64642
268,7.169590079648847e-09,0.0,0.0
269,520734537994197.7,32097912877646.9,8752165065859.243
270,29.93007772520906,4.6988746534353525e-05,0.00021401975168611138
271,40400552611.56011,70948997.41474603,14226567929.6261
272,0.0,0.003221518180798934,0.0
273,1303002057722965.0,777906089509968.8,1541954755890595.8
274,8810.723450462761,0.0,637835.7775459689
275,40957214.062376685,1527416.4889030843,0.0
276,2291275122944.421,183039564975646.47,1602002667894.886
277,0.0,0.0,0.0
278,0.0,0.0,0.0
279,0.0,0.0,0.0
280,0.0,0.0,0.0
281,0.0,0.0,0.0
282,581936866576.9606,43883464.240670525,17888473864.684498
283,83.22579025471062,0.0,0.2398757029641243
284,0.0,0.0,1151031.6018960967
285,0.0,0.0,2833965.6612353413
286,41273340.7768869,0.0,0.0
287,10426671544.871014,883855750.473618,425674183.9541943
288,0.0,0.0,0.0
289,0.0,0.0,0.0
290,923723697452.1865,0.0,0.0
291,4575569.541842373,0.0,0.0
292,0.0,20322482002.636066,0.0
293,0.0,0.0,0.0
294,666781469.6514741,3120689374.3224053,0.0
295,36426286166.69223,1220795231.7347264,39895620275.3557
296,2186309881.791805,0.0,0.0
297,159416154723545.4,9435853780679.39,0.0
298,549384865.62619,0.0,10235197.8155008
299,0.0,0.0,0.0
300,7455346689.606067,88755354.2732891,18036475.93400986
301,0.0,0.0,0.0
302,0.0,0.0,0.0
303,26735211516245.574,3644142924960.2056,31882766834952.152
304,3.1101217476653122,0.0,0.0
305,0.0,62739221.624745786,1603612166.024847
306,0.0,3382819.460439138,0.0
307,0.0,0.0,0.0
308,684208527234058.4,869917784439030.0,1461132470141124.2
309,176183177.57952324,6252221.528107464,0.0
310,8.925863702849669e-08,0.0,2.8432572343142497e-06
311,19708.62529677784,0.0,135.6970843937
312,11551486418.519575,2177.4654670163295,3532211.345678155
313,0.0,2393.5761300712684,0.0
314,0.0,42.32508632076411,0.0
315,0.0,6020952179.646598,0.0
316,29052251192.29559,797217616.7161762,24813956930.845036
317,140367309807670.22,2126835993592294.8,1680677633210551.8
318,159435.18481451765,1.5414759572569774,1460128844.6444666
319,3933431.6360708773,0.0,0.0
320,0.0,0.003756223866295782,0.0
321,0.0,0.0,0.0
322,148590647854.88818,0.0,10730308.469192697
323,595598204919.4171,0.0,0.0
324,93008.53840890373,0.0,0.0
325,417240029823434.8,86897573687481.08,6814882226823708.0
326,5561707207856450.0,0.0,771790508315274.9
327,14915.844736164616,0.47748006260145814,3.540956329997662
328,0.0,0.0,0.0
329,0.0,0.7989873755298801,0.0
330,0.0,0.0,0.0
331,0.0,0.0,88123.64479865714
332,34226623208241.37,1197948199112.1797,3442443986309.294
333,0.0,0.0,14759572.182499688
334,0.0,0.0,2547219.284109104
335,0.0,1764.343925099275,0.0
336,28867.781355717034,4521.539257710185,3896.9219865479417
337,138163.74865495766,0.0,0.0
338,0.0,1481931.6338842395,2543.9366326810873
339,35820438282.15959,101134739.02501556,137610419.10730863
340,13.023369661652472,1.6500607620537863e-08,0.0
341,0.0,0.0,2.2771803564965033e-11
342,2271040445.4763412,0.0,0.0
343,0.0,0.0,6125086518818.118
344,0.0,0.0,0.0
345,26.785394438958974,0.0,0.0
346,248199262484.61987,19283904.409508847,361947174.8282862
347,0.0,953008.1432697523,0.0
348,0.0,0.0,8875771161.596004
349,50724247518820.76,4884369981585.078,1165001300563.213
350,0.0,18379801.62732251,0.0
351,0.0,0.0,0.0
352,37979249278.20161,0.0,181325448221.26334
353,1477305927257.4197,965014475573.5724,6646210366363.446
354,108479825.83966291,34302.53814306697,6106.926118585643
355,0.0,0.01356496337733213,0.0
356,78005837.19679499,0.0,0.0
357,0.0,149537360045.58875,0.0
358,0.0,5066825932.5088625,14901413.387590626
359,0.12324170336569036,2.8738319246468795e-08,0.004072645836642094
360,0.0,1065792.5838233249,0.0
361,732049.2202610957,0.0,0.0
362,0.0,0.0,65085939833.35351
363,202805.3731653519,0.0,0.0
364,0.0,38031570.128266595,2113314245.4809759
365,201.00400112603057,2289.8071393517907,0.0
366,36781853840.64369,1208711627.6980627,0.0
367,0.0,17877490.44071689,2171.5314266445216
368,0.0,0.0,17904155226.61259
369,295950333.09454185,0.0,0.0
370,0.009120704865377667,4.624912282180049e-12,0.0
371,20863118609.891495,0.0,0.0
372,0.0,0.0,0.0
373,0.0,1580.6862499721726,0.0
374,0.0,0.0,0.0
375,0.0,0.04071501946817802,0.0
376,0.0,0.0,0.0
377,0.0,97.95020856363223,0.0
378,2254870808709.9097,371654743.7420219,0.0
379,0.0,0.0,0.0
380,0.0,0.0,0.0
381,0.0,0.0,0.0
382,3480117294881.299,869710904153.7782,1701180122277.3518
383,0.0,0.0,1467817480.9184673
384,0.0,0.0,60.652594589407215
385,15.767060801690654,0.0,0.0
386,1770589532516776.8,3489970266973820.5,8685582737082872.0
387,95471370.88013226,74566842.4536571,0.0
388,0.0,27407.165266211672,0.0
389,426.07515797274255,0.6896416090653352,6.22002081688106
390,42218662847.03768,0.0,263388328.54658553
391,0.0,0.0,0.0
392,0.0,0.0,0.0
393,0.0,0.0,9.085232874898193e-09
394,326306477173137.7,14499061526.20202,0.0
395,7.12521276519052e+16,8037870056960699.0,0.0
396,0.0,1217920.3025061693,0.0
397,14736755.037764464,0.0,0.0
398,0.0,14146957675.531054,0.0
399,2.6394565449322216,2.1747119334231123e-05,0.0004981441589703108
400,10322847887763.13,26144211213.290466,784444984.2422088
401,2.74229925886307e+16,9092115189813388.0,2.2436993936152388e+16
402,7145370133089.569,0.0,1242030052021.5046
403,0.0,1351223.197037889,0.0
404,3105513248464085.0,82091688243195.8,1061368556296728.2
405,0.0,0.0,73781960.07525907
406,711612.9942670974,0.0,22068385.393599674
407,683.0343254288921,0.005839858813468476,3435.2552639156943
408,266452800237.22583,287125715.1018161,0.0
409,1007.9469941986981,0.0,4.025260407383781
410,0.0,0.0,0.0
411,0.0,619636754.4228275,0.0
412,0.0,0.0,0.0
413,0.0,0.0,19071.84889133981
414,0.0,0.0,301499627064036.06
415,73639469.76475202,0.0,0.0
416,477.12229732676457,0.05209130410710292,0.0
417,3.190842039232814e+16,2.232920929435848e+16,0.0
418,0.0,0.0,1.8774742663502295
419,994071731776.3457,0.0,0.0
420,0.0,126654373.10176153,0.0
421,62905251428.18821,0.0,27637753056.98491
422,23130799.631046496,0.0,14679.85882578168
423,0.0,0.0,0.0
424,0.009380250151640434,0.0,0.003692346983894048
425,73459943285547.08,0.0,0.0
426,21984.59147070297,4.3088915938234535,33385.52228615151
427,212784981.47051415,151303611.06957784,0.0
428,591343367614356.4,0.0,0.0
429,0.0,909476.475801331,0.0
430,776046.1631166538,56.3099618677771,0.0
431,0.0,354708368401915.7,0.0
432,222915539185.81805,0.0,0.0
433,0.0,0.0,0.0
434,109968255968.16447,3507120226.6337266,254624085447.2029
435,292.7944944837359,0.0,0.0
436,0.0,0.0,0.0
437,16738791941.58389,0.0,0.0
438,2149741719827401.2,124402038631619.34,81820944495757.11
439,0.0,1.017182183939054e+16,0.0
440,0.0,1256159363.243976,14741576623.379114
441,21080.037455455284,0.0,0.0
442,0.0,1643852368910898.2,775809622198517.4
443,0.0,1.0878110274196122e-09,0.0
444,568184905.1780185,26241918.98475279,150500959.0144901
445,0.0,0.0,7.112152795949949e-10
446,104381567532.75806,7928171026.943798,0.0
447,0.0,0.0,0.0
448,0.0,0.0,268374.7053631434
449,0.0,0.0,21395.851162860756
450,3123969.5950378105,0.0,1449872.2116099466
451,549151.6483206353,0.0,0.0
452,1661784064597.6716,0.0,0.0
453,2.442087459124517e+16,1.0975039118752038e+16,2.0690870336421924e+16
454,22230.524171838948,89678.20995572706,0.0
455,608245.7448642248,0.0,23248.726017655303
456,0.0,0.0,0.0
457,0.0,0.0,0.0
458,50289747.44239171,0.0,0.0
459,0.0,0.0,0.1974843619813695
460,0.0,0.0,0.0
461,377949.76917656825,37.529605418985916,366061.04727786453
462,105064621.82030936,0.0,0.0
463,25253690905995.688,37969082889044.21,7941891259537.525
464,8509769.016684245,0.0,621053.7528156791
465,0.0,5312954104.281351,0.0
466,1279922556731.6978,0.0,0.0
467,0.0,12492342064398.545,0.0
468,0.0,161661.9040379308,0.0
469,771291121438474.4,320062647220836.9,4746196321149616.0
470,25464272015.164314,2232737200.67269,812887693.495764
471,0.0,0.0,0.0
472,102502576920.87659,0.0,0.0
473,0.0,4531.532064627183,0.0
474,1.205239858252478,3.1550233539707275e-09,3.298786774866981e-05
475,275472554956.0745,113359035765.63304,0.0
476,324453984319.59534,0.0,0.0
477,11314.939672774555,0.0,0.0
478,1141649189383.703,0.0,4744548325.689018
479,94001901064356.33,135150269318772.61,0.0
480,0.0,0.0,0.0
481,17543.006599459553,0.0,0.0
482,85636378725.575,30008690.69426048,0.0
483,0.0,0.0,0.0
484,0.0,0.0,0.0
485,0.0,40639.31037056902,0.0
486,1.4629462789143883,576.3688812357855,0.0
487,0.0,70.15236444151535,0.0
488,0.0,0.0,0.0
489,128791.02942273999,792.2335454027144,65023.628489078685
490,15416124961376.045,7827319601774.953,94573641879746.98
491,0.0,0.0,0.0
492,0.0,2.7182686242730584e+16,0.0
493,0.0,0.0,0.0
494,13953147949.328875,0.0,0.0
495,3090048204353531.5,47430671033123.59,19268164080053.75
496,0.0,0.0,18014655.206680197
497,0.0,90.27179712808106,2017.6777909768214
498,0.0,0.0,14933.024067993654
499,0.0,0.0,0.0015677988816328614
500,38933550711537.195,682649839582.0994,689181355036963.2
501,0.0,7137.018829100358,0.0
502,35064022.19461515,3867.149780029565,221802121.94996238
503,0.0,0.0,142.78586534400944
504,0.0,12995545733.747353,0.0
505,93448102989643.28,3713346290561.518,41720911696304.49
506,0.0,0.0,78947337112.13005
507,0.0,0.0,0.0
508,0.0,167029.50515308598,0.0
509,0.0,0.0,5613781.7162252115
510,0.0,0.0,0.0
511,18313944309230.832,332041340996.932,1327691903496.021
512,0.0,0.0,0.0
513,0.0,0.0007118523382700273,0.0
514,4444199934251150.5,0.0,9571358527873214.0
515,0.0,0.0,0.0
516,3655244.544497272,0.0,1565.4239583566193
517,0.0,4078457.5568924737,0.0
518,0.0,0.0,0.0
519,7.659155949108901e-05,0.0,7.693596855836894e-13
520,45645462476.921074,11725036651.624496,16520240647.116055
521,0.0,0.0,0.0
522,947308818467713.4,267311715125242.78,88440282407507.08
523,0.0,0.0,0.0
524,35943571156.52927,72424593.69881094,86788087.74708393
525,0.0,1213.0598185064352,0.0
526,0.061307139438428714,1.736470181481696e-07,0.06328097876955614
527,0.0,378.7295060608571,0.0
528,0.13436366764032337,0.0,0.0
529,464355156974.7846,10617122664.36407,44791802592.57574
530,2.6414488204568244e+16,1.558725687609879e+16,1.7362974245047444e+16
531,54635282212531.766,76580738258.43427,5966822789924.78
532,894758460.6854849,55119938.74563819,766253340.1579171
533,3513552515735048.5,420188594249585.2,448323827681178.75
534,5.078960825487711e-09,0.0,0.0
535,0.0,0.0,0.0
536,9389656458555.512,0.0,0.0
537,0.0,0.0,0.0
538,90.92625055581621,0.0,12.752811071955936
539,441949826229637.5,121011895327316.98,562447960057344.75
540,1275909200783383.0,213972430549603.34,1779529084640844.5
541,135783.79742398713,0.0,0.0
542,0.0,40799892692.16447,0.0
543,0.0,5077640501294.644,9260582431914.428
544,0.0,1.5396658981551646e-39,0.0
545,0.0,0.0,0.0
546,1.5614582023140193e-05,0.0,0.0
547,6297394.267476801,0.0,0.0
548,0.0,0.0,5.104724548199048e+16
549,0.0,0.0,0.0
550,0.0,0.0,0.0
551,0.0,0.0,142699297.57741395
552,0.0,0.0,0.0
553,0.0,0.0,0.0
554,0.0,1381293486723.6418,0.0
555,0.0,0.0,0.0
556,0.0,0.0,0.0
557,64807684.93873022,0.0,13078238.447878623
558,80558090807956.81,1152401216551.97,31793702114035.254
559,0.0,3837722739.8637104,0.0
560,0.0,5446438651894.079,0.0
561,0.0,0.0,0.0
562,11294835842961.709,464537336426.2777,1727515565469.5073
563,247713885704511.12,319239528371.8786,964796947280.4657
564,0.0,34312755.61399675,0.0
565,0.0,0.0,0.0
566,1002930.3337239821,20555.81286131596,0.0
567,0.0,0.0,0.0
568,4621243998.149591,32541455.827101372,7161190311.181787
569,598663855620046.4,10562813835365.393,51549013919496.14
570,0.0,0.0,0.0
571,0.0,0.0,0.0
572,0.0,0.0,0.0
573,183637.19736484022,0.0,13.049050728632208
574,0.0,1.9843520082334854e-05,0.0
575,0.0,0.0,7.241148209841055
576,529574738026.41534,513973830.3580128,5187965169.237593
577,347.18367890110125,0.0,0.0
578,0.0,59125800.95404025,0.0
579,193611.84152128483,0.0,80188.2582395259
580,0.0,5467814161249.174,3816417896038360.5
581,6668666520333.205,0.0,115316352.5640736
582,0.0,0.0,0.0
583,0.0,0.0,0.0
584,11143049254381.156,1472032821179.4426,0.0
585,0.0,268.7037094956418,0.0
586,0.0,0.0,0.0
587,0.0,0.0,0.0
588,0.0,0.0,1944.9318736417813
589,0.0,347.327879284887,0.0
590,54712271892.441185,0.0,3673473485.1149063
591,0.0,0.0,29997.10173948344
592,0.0,0.0,0.0
593,10279902709.788332,4385289146.097386,0.0
594,0.0,0.0,0.0
595,0.0,460.5411555219435,0.0
596,5.411499870940003e-34,0.0,0.0
597,0.0,0.0,0.0
598,0.0,199551260679.64575,0.0
599,117399.5987494218,0.002812233873908478,0.0
600,707113323.6541944,0.0,0.0
601,105300075.728938,638758.5869475552,102019126.3659118
602,5.8062311228426006e-15,0.0,6.785897969651137e-12
603,2844295639042910.0,1188240632263700.5,1.4013845776703564e+16
604,0.5678305315469581,0.0,0.0
605,21971279411968.586,3023038218481.9966,5214903733555.749
606,20710304.049865924,0.0,0.0
607,450099361499.9999,12150450795.299583,41362050304.12363
608,0.0,0.0,313569874768.84717
609,112751849753.03203,70514145.80917437,3369739.3237429867
610,0.0,0.0437235362764085,0.0
611,0.0,0.0,7.125042647752958e-06
612,0.0,0.0,0.0
613,650388479141234.4,54826241629642.76,124316303729058.47
614,2032702.816375919,23403612.884819545,0.0
615,260503438926.79343,105318613217.2971,0.0
616,144733790196253.53,9810365392889.258,4578709752464.772
617,0.0,0.0,0.0
618,0.0,1010671656.0856286,0.0
619,147711779704751.2,439742422998.9983,1746324939961.2915
620,218444.3134675896,0.0,0.0
621,60971833.59340777,0.0,0.0
622,0.0,0.0,0.0
623,491778837924.3476,9381697576.287195,2265165921613.8853
624,0.0,0.0,0.0
625,0.0,0.0,62.8645817241776
626,603782644.8679154,1435464467.0001502,0.0
627,0.0,1.1312143705696921e-20,0.0
628,13.005213532561825,0.0,0.0
629,0.0,2.43972548232,0.0
630,0.0,0.0,0.0
631,0.0,417.63033234069957,0.0
632,0.0,0.0,0.0
633,397.70493640010847,0.0,0.0
634,11181011.051661499,0.0,0.0
635,1.4551813088872658e+16,0.0,0.0
636,0.0,185289382.69412765,0.0
637,16591575798.53099,219104613976.71356,0.0
638,171.26214873077458,168.5144570396703,67.72920018394747
639,182633573880517.0,0.0,16760364511471.762
640,0.0,0.0,0.0
641,0.0,0.0,0.0
642,0.000665739240108152,0.0,0.0
643,431587436701232.6,7584040160495.267,545599304920.00885
644,628241704439.8302,0.0,0.0
645,0.0,0.0,0.0
646,0.0,49590213.97295331,60774468.83174508
647,1759760102.2646782,0.0,8181714.744695237
648,0.0,0.0,0.0
649,25238064711.910637,0.0,15732324843.445831
650,0.0,0.5272678283581067,0.0
651,0.0,0.0,341.3885987428138
652,0.0,0.0,0.0
653,178354.36423990608,717801.653896125,3026590.3730004267
654,0.0,161317126.91032672,1335790.626299654
655,1056833269.3763071,0.0,0.0
656,0.0,0.0,46.23227113226793
657,0.0,7649005.111624367,0.0
658,54816.03906838306,78.9533581297743,29831.94075513761
659,0.0,0.0,0.0
660,0.0,6982415966.403573,0.0
661,0.4172691036526449,0.003670159816151142,8.409371428912584e-05
662,0.0,0.0,0.0
663,0.0,0.0,0.0
664,0.0,0.8529860025450496,0.0
665,0.0,0.0,0.0
666,0.0,0.0,1.834269816389298e-30
667,35458985441545.29,6211226435.806792,70961600837.98596
668,0.0,0.0,0.0
669,0.0,0.0,0.0
670,119204370287695.25,10222445710442.146,7595890562910.855
671,0.0,1229437710804.223,0.0
672,0.0,0.0,0.0
673,32267436402.071228,244126107.524223,56014875.940581515
674,46228951184013.91,111190801232.63875,0.0
675,0.021332358713875895,0.0,0.0
676,0.0,1.1890638074815127,0.0
677,0.0,0.0007354973081690415,0.0
678,60188179.821530014,0.0,856174766251.1592
679,305668503020.3053,1006195647.1324451,0.0
680,91266162387.49548,16639480135.770937,9975953096394.72
681,4455245387740393.5,324560963964171.5,1.2089927887170604e+16
682,2062240341567.55,32401648266.611244,8263018887503.04
683,0.3579324371610708,0.0,0.0
684,0.0,0.0,0.0
685,0.0,0.0,2723638350.311541
686,0.0,0.0,0.0
687,0.07936784469844513,0.0,0.0
688,804947610305483.6,49713568249968.71,447774393291745.7
689,0.0,0.0,3.495731048328457e-10
690,32039.519211171268,0.0,0.0
691,0.0,0.0,0.0
692,0.0,0.0,0.0
693,0.0,0.0,0.0
