id,EAP,HPL,MWS
id06332,0.4366403,0.5077620,0.0555978
id22941,0.0413586,0.0536494,0.9049921
id13547,0.0022042,0.0253637,0.9724322
id06928,0.0056059,0.0000129,0.9943812
id12521,0.0766379,0.9028731,0.0204890
id25716,0.7525465,0.0999042,0.1475493
id27116,0.5895223,0.0003938,0.4100840
id19941,0.0040860,0.9921959,0.0037181
id05711,0.0040560,0.0010862,0.9948578
id02097,0.0000189,0.0066180,0.9933631
id03563,0.0039149,0.9960815,0.0000036
id02295,0.3857211,0.2084153,0.4058636
id08179,1.0000000,0.0000000,0.0000000
id05332,0.1969981,0.4473485,0.3556534
id15697,0.2052415,0.0006897,0.7940688
id17026,0.2256891,0.0064025,0.7679083
id04243,0.9743606,0.0041981,0.0214413
id13175,1.0000000,0.0000000,0.0000000
id05387,0.9988322,0.0002298,0.0009380
id19989,0.9274686,0.0197836,0.0527478
id25173,0.0318801,0.0009327,0.9671872
id08925,0.2829486,0.7154959,0.0015555
id03034,0.0085319,0.9792149,0.0122532
id13272,0.0000416,0.9998936,0.0000647
id07956,0.9441634,0.0003672,0.0554694
id02648,0.0088452,0.0008094,0.9903454
id01778,0.0246908,0.0012303,0.9740789
id12846,0.0000108,0.0000000,0.9999892
id19001,0.0666356,0.0030583,0.9303062
id05763,0.7799314,0.0928298,0.1272388
id15590,0.0063247,0.0003186,0.9933567
id04912,0.7391854,0.0200503,0.2407642
id21201,0.9189390,0.0708769,0.0101841
id13215,0.9825079,0.0002355,0.0172567
id15612,0.3181519,0.6317746,0.0500735
id18501,0.8947695,0.0786279,0.0266026
id07223,0.2254783,0.6761485,0.0983732
id06707,0.2033968,0.2260910,0.5705122
id05238,0.0000001,0.9999999,0.0000000
id00935,0.0010469,0.0006257,0.9983274
id00110,0.0178423,0.0000000,0.9821577
id17476,0.9935134,0.0030036,0.0034829
id15170,0.9999609,0.0000339,0.0000052
id13397,0.0341733,0.0022176,0.9636091
id24283,0.9420555,0.0324961,0.0254483
id15234,0.9835338,0.0101604,0.0063058
id16884,0.1050928,0.7605049,0.1344023
id07831,0.7649492,0.0260903,0.2089605
id16038,0.9001535,0.0816852,0.0181613
id03629,0.9548020,0.0089612,0.0362367
id21019,0.6282610,0.2625910,0.1091480
id21835,0.2061119,0.6830044,0.1108838
id04480,0.0167037,0.9832751,0.0000212
id20838,0.9914664,0.0082004,0.0003332
id24195,0.5712741,0.3379080,0.0908179
id05448,0.9649906,0.0332786,0.0017308
id15957,0.1387498,0.7975854,0.0636648
id19956,0.0001382,0.0000000,0.9998618
id15104,0.0002329,0.0014990,0.9982681
id17559,0.8092917,0.1416396,0.0490686
id16839,0.1091041,0.0031031,0.8877929
id14493,0.5186033,0.0016626,0.4797342
id08833,0.9056250,0.0010807,0.0932943
id15723,0.4227334,0.0085223,0.5687444
id02716,0.9980940,0.0000153,0.0018908
id06689,0.0050729,0.9944037,0.0005234
id18837,0.0526342,0.0017618,0.9456040
id04466,0.9951436,0.0046311,0.0002253
id00686,0.9995308,0.0000024,0.0004668
id09010,0.0485114,0.9509507,0.0005379
id23353,0.9976155,0.0004237,0.0019608
id00066,0.5754649,0.1103962,0.3141389
id15724,0.0076022,0.9823368,0.0100610
id23486,0.0870307,0.0286844,0.8842850
id22258,0.0068321,0.0054505,0.9877175
id02292,0.9039515,0.0307051,0.0653434
id16356,0.0066170,0.0000651,0.9933179
id00235,0.9845719,0.0001437,0.0152844
id25522,0.0027839,0.0000222,0.9971938
id04204,0.7272701,0.1605098,0.1122200
id22016,0.3405414,0.0583794,0.6010793
id06480,0.0000242,0.9999741,0.0000017
id08718,0.2549701,0.0015640,0.7434659
id05251,0.0000079,0.9999920,0.0000001
id03359,0.5516170,0.4306308,0.0177522
id16117,0.0010604,0.0000009,0.9989387
id17000,0.0000055,0.9999936,0.0000009
id01730,0.0594795,0.9303451,0.0101754
id00630,0.9702910,0.0276083,0.0021007
id18175,0.0196384,0.0000200,0.9803416
id00907,0.9707724,0.0183643,0.0108633
id18251,0.0000020,0.9999980,0.0000000
id25861,0.4109626,0.0588168,0.5302206
id00398,0.3008199,0.6776905,0.0214896
id27573,0.9973173,0.0000278,0.0026549
id10022,0.0001109,0.9963816,0.0035075
id15901,0.0101247,0.0000000,0.9898752
id00451,0.0085462,0.0008748,0.9905790
id23129,0.0267300,0.8993986,0.0738714
id26498,0.8220613,0.1468281,0.0311105
id14741,0.6555837,0.3262925,0.0181237
id18453,0.0105623,0.0000332,0.9894045
id08309,0.8642249,0.0235579,0.1122172
id00320,1.0000000,0.0000000,0.0000000
id07688,0.1875737,0.0153943,0.7970319
id01556,0.0000824,0.0000032,0.9999144
id00178,0.0885523,0.0001810,0.9112668
id18902,0.0059825,0.0031601,0.9908574
id27002,0.3706432,0.6003007,0.0290562
id21418,0.9999992,0.0000008,0.0000000
id23018,0.3046894,0.1249731,0.5703375
id07032,0.1191346,0.0005047,0.8803607
id16195,0.8817345,0.0006807,0.1175848
id11202,0.0299262,0.9628366,0.0072372
id09578,0.6449682,0.0413554,0.3136764
id26984,0.3034540,0.0022616,0.6942843
id19856,0.0001366,0.9998562,0.0000072
id12086,0.5339283,0.0303629,0.4357088
id12052,0.0157270,0.0057425,0.9785305
id17728,0.0000898,0.0000277,0.9998825
id24608,0.1234831,0.0096287,0.8668882
id21097,0.0015722,0.0000201,0.9984077
id20179,0.0000002,0.0000001,0.9999998
id15144,0.4407334,0.0648921,0.4943745
id00206,0.7845890,0.0765006,0.1389104
id22285,0.5884328,0.0233232,0.3882439
id06417,0.0335898,0.1421142,0.8242960
id00215,0.0154010,0.9837187,0.0008804
id04201,0.0860140,0.0027758,0.9112102
id21771,0.9692327,0.0138898,0.0168775
id12451,0.0098719,0.8608174,0.1293108
id14250,0.0615441,0.6499749,0.2884810
id03433,0.2542029,0.6720636,0.0737335
id03303,0.1387589,0.0018099,0.8594312
id25901,0.0157952,0.4495017,0.5347032
id06945,0.8433081,0.0082891,0.1484028
id05664,0.7078652,0.0408490,0.2512859
id05741,1.0000000,0.0000000,0.0000000
id10652,0.8261330,0.1315821,0.0422849
id16300,0.9992993,0.0002886,0.0004121
id12319,0.3368119,0.0065982,0.6565900
id07500,0.0000146,0.9999854,0.0000000
id12478,0.2520028,0.2603190,0.4876782
id03076,0.0006257,0.0000000,0.9993743
id00969,0.6175717,0.3522992,0.0301291
id23636,0.0076085,0.9769062,0.0154853
id09791,0.0596184,0.1045766,0.8358050
id05680,0.1223506,0.8399527,0.0376967
id03672,0.0087847,0.9446391,0.0465762
id04286,0.0000301,0.9949298,0.0050400
id23883,0.0006040,0.1632397,0.8361563
id11914,0.7961991,0.0007802,0.2030207
id20974,0.4105258,0.5360680,0.0534062
id26125,0.0714259,0.0000025,0.9285716
id15543,0.1369038,0.0011717,0.8619245
id19471,0.9937289,0.0005818,0.0056893
id11503,0.5112848,0.3734145,0.1153007
id09321,0.0457626,0.4451059,0.5091315
id25560,0.0000007,0.0000005,0.9999988
id06726,0.1061165,0.2407209,0.6531627
id05709,0.9913021,0.0000007,0.0086973
id09788,0.0121304,0.8983355,0.0895341
id05289,0.9999980,0.0000017,0.0000003
id11815,0.0392224,0.9551440,0.0056336
id22422,0.1980415,0.0316348,0.7703237
id25954,0.8450736,0.0012985,0.1536279
id13601,0.8073271,0.1195899,0.0730831
id05677,0.7227587,0.0020692,0.2751721
id10498,0.7931988,0.2066091,0.0001921
id02665,0.8801220,0.1036194,0.0162586
id10114,0.0687592,0.8032109,0.1280299
id26314,0.9921453,0.0024980,0.0053567
id21240,0.2805763,0.0934255,0.6259982
id15569,0.9999917,0.0000030,0.0000053
id25928,0.0534557,0.0826557,0.8638887
id22706,0.1430910,0.8566615,0.0002475
id20877,0.0000000,0.9999859,0.0000141
id04318,0.2545904,0.2847909,0.4606188
id18299,0.5326577,0.1650734,0.3022688
id08126,0.0000660,0.0000000,0.9999340
id14293,0.8303653,0.0001045,0.1695302
id12759,0.9889633,0.0000051,0.0110316
id11983,0.8656815,0.1265515,0.0077670
id05580,0.0209399,0.9363000,0.0427601
id25846,0.2388256,0.6209105,0.1402639
id01939,0.2339293,0.0422111,0.7238596
id26327,0.0386630,0.6036558,0.3576812
id11068,0.0000107,0.0000000,0.9999893
id08404,0.9795384,0.0089652,0.0114964
id27189,0.9982722,0.0015585,0.0001693
id15119,0.0148898,0.7955262,0.1895841
id26525,0.9970228,0.0000018,0.0029754
id03618,0.6227470,0.3431987,0.0340543
id27220,0.9601002,0.0020343,0.0378655
id18777,0.0475952,0.0145636,0.9378412
id20213,0.7525682,0.0786268,0.1688050
id20403,0.9898511,0.0018843,0.0082646
id03777,0.5189689,0.0051626,0.4758685
id10595,0.0937896,0.9047416,0.0014688
id13816,0.4922194,0.0122918,0.4954887
id05667,0.0040391,0.0000008,0.9959601
id24629,0.7313421,0.0771302,0.1915277
id20398,0.0814393,0.0329241,0.8856365
id14108,0.0017187,0.0000051,0.9982762
id06196,0.0000390,0.9999534,0.0000076
id02800,0.1443323,0.6555836,0.2000841
id18732,0.0200122,0.9723131,0.0076747
id11915,0.0003400,0.9981027,0.0015573
id09739,0.9455226,0.0249772,0.0295002
id24672,0.9993531,0.0000010,0.0006459
id00414,0.0000000,0.0000000,1.0000000
id16307,0.9556642,0.0050552,0.0392806
id14043,0.1169165,0.0806070,0.8024764
id00517,0.0000000,0.0000000,1.0000000
id09744,0.9990564,0.0006664,0.0002773
id19257,0.9920588,0.0006052,0.0073360
id15437,0.7633706,0.2222273,0.0144021
id16352,0.0137118,0.0048280,0.9814601
id18849,0.7491393,0.1984905,0.0523702
id19434,0.0000054,0.9999903,0.0000043
id17928,0.0601025,0.0023708,0.9375268
id16896,0.0413928,0.0007620,0.9578452
id02135,0.0888012,0.1693560,0.7418428
id15075,0.9936391,0.0057068,0.0006540
id27486,0.0087575,0.9912271,0.0000154
id19422,0.9913900,0.0054099,0.0032001
id09603,0.0094784,0.9765272,0.0139944
id02133,0.0893405,0.9038754,0.0067841
id03441,0.3530787,0.0000184,0.6469029
id02398,0.0000288,0.9999711,0.0000001
id05152,0.4214834,0.0000066,0.5785100
id17838,0.2545080,0.0111314,0.7343606
id25060,0.9999754,0.0000103,0.0000143
id09998,0.2114593,0.0430289,0.7455118
id01828,0.0020962,0.9913507,0.0065531
id25377,0.7030726,0.1842874,0.1126401
id22175,0.0010289,0.9987659,0.0002052
id02974,0.0129881,0.0009063,0.9861056
id26955,0.9988836,0.0010251,0.0000913
id21091,0.9049297,0.0000014,0.0950689
id12802,0.9992686,0.0007176,0.0000138
id07432,0.0000074,0.9999921,0.0000004
id18749,0.0348159,0.7940854,0.1710987
id15030,0.0000191,0.0000002,0.9999807
id17155,0.0009227,0.9988735,0.0002038
id08128,0.0130183,0.9160605,0.0709212
id25706,0.0000006,0.9999497,0.0000497
id15645,0.9965718,0.0023148,0.0011133
id04943,0.9611115,0.0019159,0.0369726
id27566,0.0013597,0.0001445,0.9984958
id11765,0.4150271,0.2652167,0.3197562
id13783,0.3483627,0.2578628,0.3937745
id00492,0.0001432,0.0000002,0.9998567
id27636,0.0280415,0.0012875,0.9706710
id04273,0.9209445,0.0183204,0.0607351
id02537,0.1128313,0.2590285,0.6281402
id24349,0.2730147,0.7249222,0.0020630
id00023,0.0000046,0.9991592,0.0008363
id23025,0.5701745,0.0385171,0.3913084
id08722,0.9099377,0.0054637,0.0845985
id02420,0.9999999,0.0000001,0.0000000
id10811,0.9982465,0.0000516,0.0017019
id04019,0.0002540,0.0000538,0.9996923
id18334,0.9992985,0.0006377,0.0000637
id16781,0.7681979,0.1178220,0.1139801
id08773,0.2733193,0.7263280,0.0003527
id19214,0.9909449,0.0019493,0.0071058
id09589,0.0000715,0.9949871,0.0049414
id24246,0.9923734,0.0015764,0.0060502
id23577,0.9826067,0.0170628,0.0003305
id09305,0.4963075,0.1416833,0.3620092
id16460,0.6819883,0.0645214,0.2534904
id21115,0.9510750,0.0060899,0.0428350
id25996,0.6800667,0.0294296,0.2905036
id02551,0.0025987,0.0169080,0.9804934
id19352,0.0047776,0.0000491,0.9951733
id03806,0.0026532,0.0000047,0.9973421
id26544,0.8755834,0.0046154,0.1198013
id18761,0.5977709,0.1789771,0.2232520
id24148,0.0002616,0.9997242,0.0000142
id16095,0.0098884,0.9327598,0.0573518
id18442,0.8765246,0.0162285,0.1072469
id22596,0.0000278,0.0000000,0.9999722
id23002,0.0095007,0.0060676,0.9844318
id04797,0.9996755,0.0002553,0.0000692
id06610,0.0123125,0.0001914,0.9874960
id16173,0.4001526,0.3402951,0.2595523
id18292,0.0003515,0.0000960,0.9995526
id27328,0.9995436,0.0000291,0.0004273
id01695,0.1555565,0.8397863,0.0046571
id05761,0.2825245,0.0003283,0.7171471
id16354,0.9573821,0.0000915,0.0425263
id12207,0.0010836,0.3439677,0.6549486
id05665,0.0181886,0.0000150,0.9817964
id01911,0.9280337,0.0582434,0.0137229
id19153,0.0494666,0.0004659,0.9500675
id10295,0.1624968,0.8132060,0.0242972
id23038,0.2242683,0.4563191,0.3194126
id23783,0.3343760,0.6639667,0.0016573
id27879,0.9956168,0.0043605,0.0000227
id19190,0.0001171,0.9997633,0.0001196
id05065,0.9931263,0.0050983,0.0017754
id21296,0.0068589,0.9917100,0.0014311
id13262,0.0814387,0.0174461,0.9011151
id10333,0.9998388,0.0001023,0.0000589
id16677,0.7995043,0.1144809,0.0860148
id01392,0.2792431,0.0017921,0.7189648
id27874,0.8595347,0.0866387,0.0538266
id02294,0.0225139,0.8035129,0.1739732
id18298,0.0085833,0.1500355,0.8413812
id06997,0.9995907,0.0001929,0.0002164
id05243,0.2287084,0.4859211,0.2853705
id00860,0.0002460,0.9985240,0.0012300
id26681,0.5104561,0.0827536,0.4067903
id06020,0.0005527,0.0000000,0.9994473
id27683,0.6997715,0.2707261,0.0295024
id17655,0.0000019,0.9999981,0.0000000
id08817,0.0039130,0.0000242,0.9960628
id11512,0.0000013,0.0004581,0.9995407
id00478,0.1812041,0.0002343,0.8185615
id02116,0.9745071,0.0182530,0.0072399
id06746,0.9385970,0.0220680,0.0393350
id03863,0.3955240,0.2207593,0.3837166
id01802,0.0147625,0.9795969,0.0056405
id11682,0.5727903,0.0006696,0.4265400
id04033,0.0006418,0.9986608,0.0006974
id09286,0.0230404,0.0998477,0.8771119
id12904,0.9996476,0.0001334,0.0002189
id07420,0.0000013,0.0000002,0.9999985
id22398,0.0000000,0.9999998,0.0000001
id00424,0.0609832,0.0003800,0.9386368
id20960,0.9992454,0.0007298,0.0000249
id10267,0.2984623,0.5645367,0.1370009
id19330,0.3754792,0.0002436,0.6242773
id00994,0.0000053,0.9999783,0.0000165
id10785,0.5758066,0.2661597,0.1580337
id00955,0.0066244,0.9785254,0.0148502
id09757,0.0000350,0.9999531,0.0000119
id10030,0.1039757,0.0997251,0.7962993
id22952,0.5929383,0.3119356,0.0951260
id21955,0.0005448,0.0003714,0.9990838
id07674,0.7246862,0.0110865,0.2642273
id13760,0.0022185,0.9977652,0.0000163
id18166,0.9962434,0.0000022,0.0037544
id23498,0.2966159,0.7023880,0.0009962
id05296,0.9746092,0.0003288,0.0250620
id26709,0.9879973,0.0088113,0.0031913
id02853,0.9761800,0.0068336,0.0169864
id06800,0.1715473,0.4662913,0.3621615
id14758,0.6957917,0.1939651,0.1102432
id12356,0.9978138,0.0004476,0.0017385
id21492,0.9740161,0.0044873,0.0214965
id27540,0.9938827,0.0000001,0.0061172
id07376,0.0065580,0.0018711,0.9915709
id15201,0.5269194,0.4722615,0.0008191
id23388,0.0000908,0.9996400,0.0002692
id13923,0.1582624,0.8252909,0.0164467
id00794,0.0000040,0.9998872,0.0001088
id23910,0.1260372,0.0180677,0.8558951
id02556,0.1070208,0.0939935,0.7989857
id22151,0.0000189,0.9999806,0.0000005
id11698,0.0319393,0.9413893,0.0266715
id11627,0.7691373,0.0217850,0.2090777
id06340,0.9999817,0.0000064,0.0000119
id05123,0.9521155,0.0294816,0.0184029
id26620,0.0000477,0.0000000,0.9999523
id04002,0.0305452,0.0804647,0.8889901
id26554,0.0109443,0.3965115,0.5925441
id18012,0.0006803,0.1301302,0.8691895
id12964,0.0367091,0.0028583,0.9604326
id18965,0.0003380,0.9463045,0.0533575
id19082,0.0253276,0.0000406,0.9746317
id26742,0.0039318,0.0000009,0.9960674
id15442,0.1206518,0.7403706,0.1389775
id16647,0.4360160,0.0522643,0.5117197
id11544,0.0964333,0.1042323,0.7993344
id20581,0.0563568,0.0804636,0.8631796
id13192,0.0256730,0.9610279,0.0132991
id15814,0.0057577,0.0181287,0.9761136
id26279,0.1194018,0.8794979,0.0011003
id00240,0.8195438,0.0490649,0.1313912
id22836,0.9999973,0.0000015,0.0000012
id15085,0.0011679,0.9413143,0.0575178
id17495,0.3007201,0.0917363,0.6075437
id26762,0.6217055,0.0009775,0.3773170
id13685,0.9914380,0.0000356,0.0085264
id16560,0.0032213,0.9966971,0.0000816
id17184,0.0000620,0.9996934,0.0002446
id21635,0.9999894,0.0000000,0.0000106
id26751,0.3321101,0.3037255,0.3641644
id12351,0.9966141,0.0001533,0.0032326
id14872,0.5713664,0.3355442,0.0930894
id18372,0.9820876,0.0124233,0.0054891
id26851,0.9508244,0.0214580,0.0277176
id22659,0.2710239,0.7286862,0.0002899
id04102,0.0187035,0.0000143,0.9812822
id02353,0.0001300,0.9998089,0.0000611
id26721,0.9998058,0.0001921,0.0000021
id11171,0.6975336,0.0674926,0.2349738
id13562,0.4382629,0.2631558,0.2985813
id26425,0.7349810,0.0075694,0.2574496
id26394,0.1539132,0.0709161,0.7751707
id22187,0.7529741,0.1320668,0.1149591
id00422,1.0000000,0.0000000,0.0000000
id22667,0.0000025,0.9999975,0.0000000
id00911,0.7487085,0.0149986,0.2362929
id17291,0.3918587,0.0000045,0.6081368
id01915,0.0940598,0.0526553,0.8532849
id01434,0.2528564,0.1432720,0.6038715
id01584,0.4099951,0.0837370,0.5062680
id09266,0.9115552,0.0024644,0.0859804
id17494,0.0005410,0.9991344,0.0003246
id24919,0.0894441,0.3364130,0.5741429
id21043,0.0002282,0.0000000,0.9997718
id17796,0.0001516,0.9998446,0.0000038
id02166,0.3343121,0.0000000,0.6656879
id17503,0.9651629,0.0000679,0.0347693
id21203,0.2215973,0.2027983,0.5756043
id25626,0.9999996,0.0000000,0.0000004
id09836,0.9919952,0.0075329,0.0004719
id24202,0.0045722,0.0057061,0.9897217
id27260,0.6929406,0.0154452,0.2916143
id23167,0.0000303,0.0000001,0.9999696
id10393,0.0070489,0.9915886,0.0013624
id01171,0.9998067,0.0000516,0.0001417
id06380,0.8795675,0.0020530,0.1183795
id22686,0.2081478,0.0005829,0.7912693
id26250,0.5144925,0.0296630,0.4558446
id09315,0.0752866,0.8676760,0.0570374
id00886,0.0869428,0.8179082,0.0951491
id03101,0.9583195,0.0366828,0.0049977
id12367,0.7253594,0.0624007,0.2122399
id10770,0.9779252,0.0064995,0.0155752
id14949,0.0006415,0.9993571,0.0000015
id14141,0.0578540,0.9421435,0.0000026
id25417,0.6110487,0.3718167,0.0171346
id26873,0.9814384,0.0046202,0.0139414
id10818,0.1036943,0.0099326,0.8863730
id15146,0.8021082,0.0409750,0.1569168
id23328,0.9984757,0.0002932,0.0012310
id16765,0.7905236,0.1570537,0.0524227
id24383,0.9144803,0.0000121,0.0855076
id21304,0.9869582,0.0094449,0.0035969
id12551,0.0000882,0.9998511,0.0000607
id23274,0.1809534,0.0651972,0.7538494
id08117,0.9562654,0.0049172,0.0388175
id23961,0.8301189,0.0002090,0.1696720
id13865,0.1186313,0.8737851,0.0075837
id22807,0.1408609,0.0075717,0.8515674
id08951,0.0099604,0.0019931,0.9880465
id18684,0.9995133,0.0001106,0.0003761
id25179,0.0102659,0.7453611,0.2443730
id27033,0.9996542,0.0000000,0.0003457
id13977,0.4121447,0.1879550,0.3999002
id19337,0.0001794,0.9636713,0.0361492
id25764,0.0316241,0.9671351,0.0012407
id16106,0.4775317,0.0448122,0.4776561
id05468,0.0014240,0.0000008,0.9985752
id05241,0.8837265,0.0002501,0.1160234
id10215,0.6716076,0.0226072,0.3057852
id23457,0.0007249,0.0005417,0.9987333
id02200,,,
id13714,0.2907213,0.6377109,0.0715679
id20332,0.0000000,0.0000000,1.0000000
id18573,0.0550730,0.0444012,0.9005258
id08569,1.0000000,0.0000000,0.0000000
id22767,0.9112223,0.0114218,0.0773559
id25390,0.0876215,0.8260126,0.0863659
id09288,0.9998920,0.0000055,0.0001026
id12381,0.9986901,0.0012586,0.0000513
id02895,0.0891183,0.0053842,0.9054975
id25270,0.0000030,0.0000000,0.9999970
id14248,0.1224046,0.0730514,0.8045440
id12831,0.9997240,0.0000001,0.0002759
id18305,0.5611485,0.1721931,0.2666584
id07805,0.9997311,0.0000663,0.0002026
id14027,0.5979751,0.1123283,0.2896966
id02760,0.9720939,0.0224340,0.0054721
id24362,0.9882490,0.0111585,0.0005925
id17065,0.0116769,0.9883108,0.0000123
id26583,0.0007185,0.9849089,0.0143726
id19664,1.0000000,0.0000000,0.0000000
id25145,0.5588737,0.1832740,0.2578523
id17858,0.0048779,0.9949690,0.0001530
id05148,0.3331505,0.5398630,0.1269865
id22928,0.8312254,0.1226065,0.0461681
id21549,0.0007321,0.0000000,0.9992679
id12649,0.1029952,0.8969065,0.0000983
id21597,0.9479301,0.0127453,0.0393247
id27945,0.8526494,0.1446441,0.0027065
id00243,0.9999275,0.0000007,0.0000718
id02745,0.9994234,0.0005758,0.0000009
id23550,0.0535234,0.0052236,0.9412530
id13023,0.8647841,0.0000117,0.1352042
id24796,0.0045544,0.0001388,0.9953068
id12284,0.0533994,0.9362374,0.0103631
id02664,0.0000000,1.0000000,0.0000000
id23767,0.9971437,0.0016494,0.0012069
id05859,0.0001798,0.9964487,0.0033715
id14350,0.4755901,0.4231051,0.1013048
id01191,0.0888626,0.6916962,0.2194412
id17034,0.7736784,0.0915876,0.1347341
id25292,0.9996010,0.0000517,0.0003473
id22121,0.9988625,0.0005235,0.0006140
